Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,PrgC_90,PrgP_90,PrgR_90,xG_90,xAG_90,npxG_90,npxG+xAG_90,Possession_Influence,Defensive_Contribution,Final_Third_Impact,Tactical_Adaptability,TIS
Mama Samba Baldé,gw GNB,"FW,MF",Lyon,27.0,1995.0,20,4,551,6.1,2,3,5,2,0,0,1,0,3.4,3.4,2.3,5.7,23,11,73,0.33,0.49,0.82,0.33,0.82,0.55,0.38,0.94,0.55,0.94,Matches,3.756805807622505,1.7967332123411979,11.92377495462795,0.5553539019963702,0.37568058076225047,0.5553539019963702,0.9310344827586208,9.70961887477314,94.44444444444444,15.48321234119782,13.793103448275865,33.322431437789874
Timo Werner,de GER,FW,Tottenham,27.0,1996.0,13,10,809,9.0,2,3,5,2,0,0,1,0,3.7,3.7,2.7,6.4,79,41,124,0.22,0.33,0.56,0.22,0.56,0.41,0.3,0.72,0.41,0.72,Matches,8.788627935723115,4.561186650185414,13.794808405438813,0.411619283065513,0.3003708281829419,0.411619283065513,0.7119901112484549,15.080346106304079,94.44444444444444,11.704264524103829,10.54800164812526,33.2865076912512
Pablo Galdames Millán,cl CHI,"MF,DF",Genoa,26.0,1996.0,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,0.0,40.909090909090914,8.181818181818182,0.0,0.0,0.0,0.0,27.272727272727277,100.0,0.0,0.0,33.18181818181819
Luis Sinisterra,co COL,"FW,MF",Bournemouth,24.0,1999.0,20,7,699,7.8,2,2,4,2,0,0,0,0,2.5,2.5,2.4,5.0,51,38,85,0.26,0.26,0.52,0.26,0.52,0.33,0.31,0.64,0.33,0.64,Matches,6.5665236051502145,4.8927038626609445,10.944206008583691,0.3218884120171674,0.30901287553648066,0.3218884120171674,0.6437768240343348,12.446351931330474,100.0,9.924892703862659,9.537434430138294,33.1613614687649
Famara Diedhiou,sn SEN,"FW,MF",Granada,30.0,1992.0,8,0,89,1.0,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.7,5,0,19,0.0,1.01,1.01,0.0,1.01,0.5,0.21,0.71,0.5,0.71,Matches,5.056179775280898,0.0,19.213483146067414,0.5056179775280899,0.20224719101123595,0.5056179775280899,0.7078651685393258,13.48314606741573,94.44444444444444,12.640449438202243,10.486891385767791,33.12890137328339
Ivan Perišić,hr CRO,FW,Tottenham,34.0,1989.0,5,0,103,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1.0,15,9,17,0.0,0.87,0.87,0.0,0.87,0.1,0.75,0.85,0.1,0.85,Matches,13.106796116504855,7.864077669902913,14.854368932038836,0.08737864077669905,0.7864077669902914,0.08737864077669905,0.8737864077669903,19.902912621359224,88.88888888888889,10.012135922330096,12.944983818770229,32.99184196332254
Dion Moise Sahi,ci CIV,"MF,FW",Strasbourg,21.0,2001.0,18,7,628,7.0,3,1,4,3,0,0,0,0,4.1,4.1,1.3,5.4,13,21,42,0.43,0.14,0.57,0.43,0.57,0.58,0.19,0.77,0.58,0.77,Matches,1.8630573248407643,3.0095541401273884,6.019108280254777,0.5875796178343948,0.18630573248407645,0.5875796178343948,0.7738853503184714,6.050955414012739,100.0,14.181926751592352,11.464968152866245,32.92545780254777
Thomas Müller,de GER,"MF,FW",Bayern Munich,33.0,1989.0,31,20,1654,18.4,5,9,14,5,0,0,0,0,5.7,5.7,8.4,14.1,38,82,188,0.27,0.49,0.76,0.27,0.76,0.31,0.46,0.77,0.31,0.77,Matches,2.067714631197098,4.4619105199516325,10.229746070133011,0.3101571946795647,0.45707376058041116,0.3101571946795647,0.7672309552599759,9.310761789600967,100.0,11.222793228536878,11.366384522370014,32.8578446191052
Joe White,eng ENG,MF,Newcastle Utd,20.0,2002.0,4,0,13,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,13.846153846153847,20.76923076923077,20.76923076923077,0.0,0.0,0.0,0.0,30.76923076923077,94.44444444444444,0.0,0.0,32.84188034188034
Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,33.0,1989.0,13,0,128,1.4,1,0,1,1,0,0,1,0,1.0,1.0,0.0,1.0,5,8,13,0.7,0.0,0.7,0.7,0.7,0.68,0.0,0.68,0.68,0.68,Matches,3.515625,5.625,9.140625,0.703125,0.0,0.703125,0.703125,10.15625,94.44444444444444,14.648437499999996,10.416666666666668,32.82660590277777
Harry Kane,eng ENG,FW,Bayern Munich,30.0,1993.0,32,32,2839,31.5,36,8,44,31,5,5,2,0,30.6,26.7,6.4,33.0,36,102,164,1.14,0.25,1.39,0.98,1.24,0.97,0.2,1.17,0.85,1.05,Matches,1.1412469179288482,3.2335329341317367,5.19901373723142,0.970059880239521,0.2028883409651286,0.8464247974638958,1.0461430081014442,5.3187742162733365,88.88888888888889,21.035135611130674,15.498414934836212,32.729993444483576
Nemanja Radonjić,rs SRB,"MF,DF",Mallorca,27.0,1996.0,11,4,353,3.9,0,0,0,0,0,0,0,0,1.6,1.6,0.6,2.2,23,12,43,0.0,0.0,0.0,0.0,0.0,0.4,0.16,0.55,0.4,0.55,Matches,5.864022662889519,3.059490084985836,10.963172804532578,0.4079320113314448,0.1529745042492918,0.4079320113314448,0.5609065155807366,11.04815864022663,100.0,10.092067988668553,8.309726156751655,32.67764400377715
Julian Justvan,de GER,"FW,MF",Hoffenheim,25.0,1998.0,4,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,5,12,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,14.69387755102041,9.183673469387756,22.040816326530614,0.0,0.0,0.0,0.0,25.510204081632658,100.0,0.0,0.0,32.6530612244898
Victor Boniface,ng NGA,FW,Leverkusen,22.0,2000.0,23,18,1546,17.2,14,8,22,10,4,4,2,0,15.4,12.3,3.7,16.0,50,34,158,0.82,0.47,1.28,0.58,1.05,0.9,0.22,1.12,0.71,0.93,Matches,2.9107373868046573,1.979301423027167,9.197930142302717,0.8965071151358345,0.21539456662354464,0.7160413971539458,0.9314359637774904,7.826649417852524,88.88888888888889,19.041073738680467,13.799051315222082,32.61449798763835
Sergio Gómez,es ESP,"FW,MF",Manchester City,22.0,2000.0,6,0,53,0.6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,4,2,4,0.0,1.7,1.7,0.0,1.7,0.41,0.31,0.73,0.41,0.73,Matches,6.792452830188679,3.3962264150943393,6.792452830188679,0.339622641509434,0.339622641509434,0.339622641509434,0.679245283018868,9.433962264150942,100.0,10.61320754716981,10.06289308176101,32.55110062893082
Mario Dominguez,es ESP,FW,Valencia,19.0,2004.0,3,0,25,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,Matches,0.0,3.5999999999999996,3.5999999999999996,0.72,0.0,0.72,0.72,4.0,100.0,14.999999999999996,10.666666666666668,32.516666666666666
Christ Mbondi,fr FRA,FW,Reims,18.0,2004.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,45.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,32.5
Manor Solomon,il ISR,FW,Tottenham,24.0,1999.0,5,2,199,2.2,0,2,2,0,0,0,1,0,0.4,0.4,0.8,1.2,17,11,44,0.0,0.9,0.9,0.0,0.9,0.19,0.38,0.56,0.19,0.56,Matches,7.688442211055276,4.974874371859296,19.899497487437184,0.18090452261306533,0.36180904522613067,0.18090452261306533,0.5427135678391959,18.09045226130653,94.44444444444444,7.537688442211054,8.040201005025125,32.48045784477945
Samu Omorodion,es ESP,FW,Granada,19.0,2004.0,1,1,80,0.9,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0,0,3,1.13,0.0,1.13,1.13,1.13,0.78,0.05,0.84,0.78,0.84,Matches,0.0,0.0,3.375,0.7875,0.0,0.7875,0.7875,1.875,100.0,16.406249999999996,11.666666666666668,32.471354166666664
Abde Ezzalzouli,ma MAR,"FW,MF",Barcelona,21.0,2001.0,2,0,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,1,12,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.37,0.28,0.37,Matches,9.264705882352942,1.3235294117647058,15.882352941176471,0.2647058823529412,0.1323529411764706,0.2647058823529412,0.39705882352941174,14.705882352941178,100.0,6.893382352941176,5.882352941176471,32.41268382352941
Marco Asensio,es ESP,"MF,FW",Paris S-G,27.0,1996.0,19,13,1113,12.4,4,5,9,4,0,0,0,0,3.2,3.2,5.8,9.0,36,71,92,0.32,0.4,0.73,0.32,0.73,0.26,0.47,0.73,0.26,0.73,Matches,2.911051212938005,5.741239892183288,7.439353099730458,0.2587601078167116,0.4690026954177897,0.2587601078167116,0.7277628032345013,8.93980233602875,100.0,10.276280323450134,10.78167115902965,32.35680592991914
Bambasé Conté,de GER,"MF,FW",Hoffenheim,20.0,2003.0,7,0,48,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,2,8,0.0,0.0,0.0,0.0,0.0,0.34,0.07,0.41,0.34,0.41,Matches,5.625,3.75,15.0,0.375,0.0,0.375,0.375,13.541666666666668,100.0,7.812499999999998,5.555555555555556,32.35243055555556
Brahim Díaz,ma MAR,"FW,MF",Real Madrid,23.0,1999.0,31,18,1545,17.2,8,6,14,8,0,0,0,0,5.7,5.7,4.4,10.1,76,75,166,0.47,0.35,0.82,0.47,0.82,0.33,0.26,0.59,0.33,0.59,Matches,4.427184466019417,4.368932038834951,9.669902912621358,0.3320388349514563,0.2563106796116505,0.3320388349514563,0.5883495145631067,10.258899676375405,100.0,9.587378640776697,8.71628910463862,32.304881337648325
Alexander Isak,se SWE,FW,Newcastle Utd,23.0,1999.0,30,27,2255,25.1,21,2,23,16,5,6,1,0,20.3,15.6,3.7,19.3,68,71,129,0.84,0.08,0.92,0.64,0.72,0.81,0.15,0.96,0.62,0.77,Matches,2.713968957871397,2.83370288248337,5.148558758314856,0.8101995565410199,0.1476718403547672,0.6226164079822616,0.7702882483370288,5.942350332594235,94.44444444444444,16.46341463414634,11.411677753141168,32.297179108154715
Stefan Schimmer,de GER,"MF,FW",Heidenheim,29.0,1994.0,16,0,153,1.7,0,1,1,0,0,0,0,0,0.6,0.6,0.9,1.5,1,2,12,0.0,0.59,0.59,0.0,0.59,0.34,0.51,0.85,0.34,0.85,Matches,0.5882352941176471,1.1764705882352942,7.0588235294117645,0.35294117647058826,0.5294117647058824,0.35294117647058826,0.8823529411764706,4.901960784313726,100.0,12.867647058823527,13.071895424836603,32.28145424836601
Alexis Sánchez,cl CHI,"FW,MF",Inter,34.0,1988.0,23,6,763,8.5,2,5,7,1,1,1,0,0,3.2,2.5,3.1,5.6,16,53,58,0.24,0.59,0.83,0.12,0.71,0.38,0.37,0.75,0.29,0.66,Matches,1.8872870249017037,6.251638269986894,6.8414154652686765,0.3774574049803408,0.3656618610747051,0.2948885976408912,0.6605504587155963,8.322411533420707,100.0,10.812581913499342,9.785932721712538,32.25972040192223
Rémy Cabella,fr FRA,"FW,MF",Lille,33.0,1990.0,30,14,1477,16.4,2,2,4,2,0,0,0,0,5.2,5.2,3.3,8.5,72,106,160,0.12,0.12,0.24,0.12,0.24,0.32,0.2,0.52,0.32,0.52,Matches,4.387271496276235,6.459038591740013,9.74949221394719,0.31685849695328366,0.20108327691266079,0.31685849695328366,0.5179417738659444,11.44211238997969,100.0,8.695836154366958,7.673211464680659,32.243497517490404
Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,21.0,2001.0,9,1,172,1.9,0,1,1,0,0,0,0,0,0.7,0.7,0.1,0.8,6,6,31,0.0,0.52,0.52,0.0,0.52,0.38,0.05,0.43,0.38,0.43,Matches,3.13953488372093,3.13953488372093,16.22093023255814,0.36627906976744184,0.05232558139534884,0.36627906976744184,0.4186046511627907,12.5,100.0,8.175872093023253,6.2015503875969005,32.23171027131783
Romain Faivre,fr FRA,"MF,FW",Bournemouth,25.0,1998.0,5,0,41,0.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,5,4,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,8.78048780487805,10.975609756097562,8.78048780487805,0.4390243902439025,0.0,0.4390243902439025,0.4390243902439025,15.853658536585368,94.44444444444444,9.146341463414632,6.504065040650408,32.21883468834688
Nelson Weiper,de GER,"FW,MF",Mainz 05,18.0,2005.0,5,1,124,1.4,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.6,6,2,20,0.0,0.0,0.0,0.0,0.0,0.35,0.11,0.46,0.35,0.46,Matches,4.354838709677419,1.4516129032258065,14.516129032258064,0.3629032258064516,0.14516129032258066,0.3629032258064516,0.43548387096774194,11.29032258064516,100.0,9.072580645161288,6.451612903225807,32.207661290322584
Othmane Maamma,ma MAR,FW,Montpellier,17.0,2005.0,2,1,88,1.0,1,0,1,1,0,0,0,0,0.3,0.3,0.5,0.7,7,2,3,1.02,0.0,1.02,1.02,1.02,0.27,0.47,0.74,0.27,0.74,Matches,7.159090909090909,2.0454545454545454,3.0681818181818183,0.3068181818181818,0.5113636363636364,0.3068181818181818,0.7159090909090909,6.818181818181819,100.0,11.718749999999996,10.606060606060607,32.20762310606061
Adrien Lebeau,fr FRA,"MF,FW",Brest,24.0,1999.0,7,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,1,0,5,0.0,1.67,1.67,0.0,1.67,0.1,0.77,0.87,0.1,0.87,Matches,1.6666666666666667,0.0,8.333333333333334,0.16666666666666669,0.8333333333333334,0.16666666666666669,0.8333333333333334,5.555555555555555,100.0,12.152777777777775,12.34567901234568,32.154706790123456
Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Bayern Munich,34.0,1989.0,27,7,717,8.0,2,2,4,2,0,0,1,0,4.5,4.5,1.8,6.4,23,21,71,0.25,0.25,0.5,0.25,0.5,0.57,0.23,0.8,0.57,0.8,Matches,2.8870292887029287,2.6359832635983262,8.912133891213388,0.5648535564853556,0.22594142259414227,0.5648535564853556,0.803347280334728,8.01952580195258,94.44444444444444,14.121338912133888,11.901441190144121,32.14958158995815
Rayan Cherki,fr FRA,"MF,FW",Lyon,19.0,2003.0,33,19,1719,19.1,1,6,7,1,0,0,0,0,5.2,5.2,4.2,9.4,93,138,182,0.05,0.31,0.37,0.05,0.37,0.27,0.22,0.49,0.27,0.49,Matches,4.869109947643978,7.225130890052355,9.528795811518323,0.27225130890052357,0.21989528795811517,0.27225130890052357,0.4921465968586387,12.012798138452586,100.0,7.962478184991273,7.291060694202056,32.11981287570293
Lebo Mothiba,za RSA,FW,Strasbourg,27.0,1996.0,15,5,617,6.9,3,0,3,3,0,0,0,0,4.6,4.6,0.2,4.8,8,9,27,0.44,0.0,0.44,0.44,0.44,0.67,0.02,0.7,0.67,0.7,Matches,1.166936790923825,1.312803889789303,3.9384116693679094,0.6709886547811993,0.029173419773095628,0.6709886547811993,0.700162074554295,3.565640194489465,100.0,14.282820097244729,10.372771474878446,32.10595623987034
Tom Bischof,de GER,"MF,FW",Hoffenheim,18.0,2005.0,13,1,178,2.0,0,2,2,0,0,0,0,0,0.4,0.4,0.8,1.2,2,18,18,0.0,1.01,1.01,0.0,1.01,0.19,0.4,0.59,0.19,0.59,Matches,1.0112359550561798,9.101123595505618,9.101123595505618,0.20224719101123595,0.4044943820224719,0.20224719101123595,0.6067415730337078,10.674157303370785,100.0,8.426966292134829,8.98876404494382,32.050561797752806
Davide Frattesi,it ITA,MF,Inter,23.0,1999.0,32,6,955,10.6,6,3,9,6,0,0,1,0,7.1,7.1,1.9,9.0,27,37,40,0.57,0.28,0.85,0.57,0.85,0.67,0.18,0.85,0.67,0.85,Matches,2.5445026178010473,3.486910994764398,3.769633507853403,0.669109947643979,0.17905759162303664,0.669109947643979,0.8481675392670157,5.445026178010472,94.44444444444444,15.804973821989524,12.565445026178011,32.032904304828385
Kjell-Arik Wätjen,de GER,"MF,FW",Dortmund,17.0,2006.0,2,1,105,1.2,0,1,1,0,0,0,0,0,0.0,0.0,1.2,1.2,3,8,1,0.0,0.86,0.86,0.0,0.86,0.0,1.02,1.02,0.0,1.02,Matches,2.571428571428571,6.857142857142857,0.8571428571428571,0.0,1.0285714285714285,0.0,1.0285714285714285,5.714285714285714,100.0,10.71428571428571,15.238095238095239,31.98809523809524
Kingsley Coman,fr FRA,FW,Bayern Munich,27.0,1996.0,17,15,1113,12.4,3,3,6,3,0,0,1,0,2.8,2.8,3.8,6.6,75,72,210,0.24,0.24,0.49,0.24,0.49,0.22,0.31,0.53,0.22,0.53,Matches,6.064690026954177,5.82210242587601,16.9811320754717,0.22641509433962262,0.307277628032345,0.22641509433962262,0.5336927223719676,16.037735849056602,94.44444444444444,7.917789757412397,7.906558849955077,31.98431416591794
Grant Ranos,am ARM,"MF,FW",Gladbach,20.0,2003.0,9,0,49,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,3,4,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches,0.0,5.510204081632653,7.346938775510205,0.5510204081632654,0.0,0.5510204081632654,0.5510204081632654,7.142857142857143,100.0,11.479591836734693,8.163265306122451,31.97704081632653
Florent Muslija,xk KVX,"MF,FW",Freiburg,25.0,1998.0,10,0,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.6,6,13,7,0.0,0.0,0.0,0.0,0.0,0.06,0.48,0.54,0.06,0.54,Matches,5.142857142857142,11.142857142857142,6.0,0.08571428571428572,0.5142857142857142,0.08571428571428572,0.5142857142857142,12.380952380952381,100.0,7.1428571428571415,7.6190476190476195,31.976190476190478
Chaka Traorè,ci CIV,FW,Milan,18.0,2004.0,2,0,20,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,2,0,2,4.5,0.0,4.5,4.5,4.5,0.35,0.0,0.35,0.35,0.35,Matches,9.0,0.0,9.0,0.45000000000000007,0.0,0.45000000000000007,0.45000000000000007,10.0,100.0,9.375,6.666666666666669,31.947916666666668
Emile Smith Rowe,eng ENG,MF,Arsenal,23.0,2000.0,13,3,353,3.9,0,1,1,0,0,0,0,0,2.0,2.0,0.2,2.2,11,23,18,0.0,0.25,0.25,0.0,0.25,0.5,0.06,0.56,0.5,0.56,Matches,2.8045325779036827,5.864022662889519,4.589235127478754,0.509915014164306,0.0509915014164306,0.509915014164306,0.5609065155807366,7.36543909348442,100.0,11.15439093484419,8.309726156751655,31.944641170915958
Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,27.0,1995.0,27,12,1176,13.1,3,5,8,3,0,0,1,0,5.4,5.4,4.1,9.5,41,75,122,0.23,0.38,0.61,0.23,0.61,0.41,0.31,0.72,0.41,0.72,Matches,3.1377551020408165,5.7397959183673475,9.33673469387755,0.413265306122449,0.3137755102040816,0.413265306122449,0.7270408163265306,10.11904761904762,94.44444444444444,11.878188775510202,10.770975056689343,31.8812889739229
Daniel Maldini,it ITA,"MF,FW",Monza,21.0,2001.0,11,2,333,3.7,4,1,5,4,0,0,0,0,1.3,1.3,1.2,2.4,15,10,22,1.08,0.27,1.35,1.08,1.35,0.34,0.31,0.65,0.34,0.65,Matches,4.0540540540540535,2.7027027027027026,5.945945945945946,0.35135135135135137,0.3243243243243243,0.35135135135135137,0.6486486486486486,7.057057057057057,100.0,10.698198198198195,9.60960960960961,31.82244744744745
Daouda Traoré,fr FRA,MF,Nice,17.0,2006.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,5.625,5.625,0.0,0.5625,0.0,0.5625,0.5625,6.25,100.0,11.718749999999996,8.333333333333334,31.809895833333332
Adam Hložek,cz CZE,"MF,FW",Leverkusen,21.0,2002.0,23,5,459,5.1,2,3,5,2,0,0,1,0,3.1,3.1,0.9,4.0,14,13,33,0.39,0.59,0.98,0.39,0.98,0.6,0.18,0.78,0.6,0.78,Matches,2.7450980392156863,2.5490196078431375,6.470588235294118,0.607843137254902,0.17647058823529413,0.607843137254902,0.7843137254901962,6.535947712418301,94.44444444444444,14.501633986928104,11.61946259985476,31.809413580246915
Marco Mancosu,it ITA,"MF,FW",Cagliari,34.0,1988.0,6,3,156,1.7,0,0,0,0,0,1,0,0,1.2,0.5,0.2,0.7,4,8,11,0.0,0.0,0.0,0.0,0.0,0.71,0.13,0.85,0.29,0.42,Matches,2.3076923076923075,4.615384615384615,6.346153846153846,0.6923076923076923,0.11538461538461539,0.28846153846153844,0.4038461538461538,7.371794871794871,100.0,11.41826923076923,5.982905982905983,31.80622329059829
Gerard Moreno,es ESP,FW,Villarreal,31.0,1992.0,30,28,2215,24.6,10,6,16,8,2,3,0,0,9.7,7.3,5.3,12.6,48,155,199,0.41,0.24,0.65,0.33,0.57,0.39,0.22,0.61,0.3,0.51,Matches,1.9503386004514673,6.297968397291196,8.085778781038375,0.39413092550790063,0.21534988713318284,0.2966139954853273,0.5119638826185101,9.0744920993228,100.0,9.43848758465011,7.584650112866817,31.78428329571106
Alberto Marí,es ESP,FW,Valencia,22.0,2001.0,16,2,276,3.1,1,1,2,0,1,1,0,0,1.8,1.2,0.9,2.0,2,6,13,0.33,0.33,0.65,0.0,0.33,0.6,0.28,0.88,0.39,0.67,Matches,0.6521739130434783,1.9565217391304346,4.239130434782608,0.5869565217391304,0.2934782608695652,0.3913043478260869,0.6521739130434783,3.8043478260869565,100.0,13.247282608695647,9.661835748792273,31.74403683574879
Dodi Lukebakio,be BEL,"FW,MF",Sevilla,25.0,1997.0,23,12,1125,12.5,5,1,6,5,0,0,0,0,5.6,5.6,0.7,6.2,48,26,116,0.4,0.08,0.48,0.4,0.48,0.45,0.05,0.5,0.45,0.5,Matches,3.84,2.08,9.28,0.44799999999999995,0.055999999999999994,0.44799999999999995,0.496,8.444444444444445,100.0,9.916666666666664,7.348148148148149,31.738981481481478
Chris Wood,nz NZL,FW,Nott'ham Forest,31.0,1991.0,31,20,1812,20.1,14,1,15,14,0,0,0,0,11.9,11.9,2.1,14.0,16,30,76,0.7,0.05,0.75,0.7,0.75,0.59,0.1,0.69,0.59,0.69,Matches,0.794701986754967,1.490066225165563,3.774834437086093,0.5910596026490067,0.10430463576158941,0.5910596026490067,0.695364238410596,3.3664459161147904,100.0,13.40024834437086,10.30169242089772,31.73018993745401
Zanos Savva,cy CYP,"DF,MF",Torino,17.0,2005.0,2,0,28,0.3,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,1,1,3.21,0.0,3.21,3.21,3.21,0.51,0.0,0.51,0.51,0.51,Matches,0.0,3.2142857142857144,3.2142857142857144,0.6428571428571429,0.0,0.6428571428571429,0.6428571428571429,3.5714285714285716,100.0,13.39285714285714,9.523809523809526,31.711309523809526
Kevin De Bruyne,be BEL,MF,Manchester City,32.0,1991.0,18,15,1221,13.6,4,10,14,4,0,0,2,0,2.4,2.4,11.5,14.0,47,111,133,0.29,0.74,1.03,0.29,1.03,0.18,0.85,1.03,0.18,1.03,Matches,3.4643734643734643,8.181818181818182,9.803439803439804,0.1769041769041769,0.8476658476658476,0.1769041769041769,1.031941031941032,11.916461916461918,88.88888888888889,12.51535626535626,15.288015288015291,31.70633701883702
Hugo Ekitike,fr FRA,FW,Paris S-G,21.0,2002.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,0.0,10.0,30.0,0.0,0.0,0.0,0.0,22.22222222222222,100.0,0.0,0.0,31.666666666666664
Gabriel Martinelli,br BRA,FW,Arsenal,22.0,2001.0,35,24,2019,22.4,6,4,10,6,0,0,1,0,6.8,6.8,6.1,12.9,127,65,345,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58,Matches,5.661218424962853,2.8974739970282317,15.37890044576523,0.3031203566121842,0.27191679049034173,0.3031203566121842,0.575037147102526,13.298662704309065,94.44444444444444,9.14747399702823,8.519068845963348,31.654232705960045
Jeffinho,br BRA,"FW,MF",Lyon,23.0,1999.0,10,3,308,3.4,1,1,2,1,0,0,0,0,1.0,1.0,0.6,1.6,15,14,36,0.29,0.29,0.58,0.29,0.58,0.3,0.18,0.48,0.3,0.48,Matches,4.383116883116883,4.090909090909091,10.51948051948052,0.29220779220779225,0.17532467532467533,0.29220779220779225,0.4675324675324676,10.551948051948052,100.0,7.913961038961038,6.926406926406928,31.628111471861473
Iron Gomis,fr FRA,MF,Salernitana,23.0,1999.0,5,1,134,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3,4,15,0.0,0.0,0.0,0.0,0.0,0.38,0.11,0.49,0.38,0.49,Matches,2.014925373134328,2.6865671641791042,10.074626865671641,0.40298507462686567,0.13432835820895522,0.40298507462686567,0.47014925373134325,8.208955223880597,100.0,9.794776119402984,6.965174129353234,31.587375621890548
Mohamed Bouchenna,fr FRA,"MF,FW",Clermont Foot,17.0,2006.0,2,0,29,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,1,3,0.0,0.0,0.0,0.0,0.0,0.19,0.65,0.85,0.19,0.85,Matches,0.0,3.103448275862069,9.310344827586206,0.3103448275862069,0.6206896551724138,0.3103448275862069,0.9310344827586206,6.8965517241379315,94.44444444444444,12.931034482758617,13.793103448275861,31.585249042145595
Gonçalo Ramos,pt POR,FW,Paris S-G,22.0,2001.0,29,16,1419,15.8,11,1,12,10,1,1,1,0,10.9,10.2,2.4,12.5,11,29,88,0.7,0.06,0.76,0.63,0.7,0.69,0.15,0.84,0.64,0.79,Matches,0.6976744186046512,1.839323467230444,5.5813953488372094,0.6913319238900634,0.15221987315010568,0.6469344608879491,0.7928118393234672,4.510218463706836,94.44444444444444,15.52589852008456,11.745360582569885,31.572777190509747
Viktor Tsyhankov,ua UKR,"MF,FW",Girona,25.0,1997.0,30,26,2052,22.8,8,7,15,8,0,0,0,0,6.2,6.2,5.9,12.1,65,89,226,0.35,0.31,0.66,0.35,0.66,0.27,0.26,0.53,0.27,0.53,Matches,2.850877192982456,3.9035087719298245,9.912280701754385,0.2719298245614035,0.25877192982456143,0.2719298245614035,0.5307017543859649,9.259259259259258,100.0,8.360745614035086,7.862248213125407,31.4902635640026
Ibrahim Cissoko,nl NED,"FW,MF",Toulouse,20.0,2003.0,11,2,241,2.7,1,1,2,1,0,0,1,0,0.8,0.8,0.4,1.2,21,12,39,0.37,0.37,0.75,0.37,0.75,0.29,0.16,0.45,0.29,0.45,Matches,7.842323651452283,4.481327800829876,14.564315352697097,0.29875518672199175,0.14937759336099588,0.29875518672199175,0.44813278008298757,14.937759336099587,94.44444444444444,7.780082987551867,6.639004149377595,31.4793683725219
