,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
124,Waldemar Anton,GER,DF,Dortmund,de  Bundesliga,28-234,1996.0,12.7,1165,1266,92.0,21390,6290,443,464,95.5,633,664,95.3,85,120,70.8,2,0.6,0.7,1.4,4,77,4,2,84
125,Leandro Antonetti,PUR,FW,Sevilla,es  La Liga,22-057,2003.0,0.1,1,1,100.0,10,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
126,Michail Antonio,JAM,FW,West Ham,eng  Premier League,34-348,1990.0,9.3,114,188,60.6,2183,424,52,72,72.2,37,62,59.7,22,31,71.0,1,1.6,0.9,-0.6,9,11,6,2,18
127,Antoniu,ESP,"MF,FW",Espanyol,es  La Liga,22-187,2002.0,5.4,76,115,66.1,1052,306,45,55,81.8,24,36,66.7,2,10,20.0,1,1.0,0.8,0.0,6,4,6,3,11
128,Antony,BRA,"DF,MF",Manchester Utd,eng  Premier League,25-015,2000.0,1.6,56,69,81.2,688,111,45,51,88.2,9,14,64.3,1,1,100.0,0,0.1,0.2,-0.1,3,1,5,2,6
129,Antony,BRA,FW,Betis,es  La Liga,25-015,2000.0,5.6,218,272,80.1,2923,716,137,160,85.6,56,70,80.0,10,18,55.6,2,1.9,0.9,0.1,15,12,12,1,22
130,Anuar,MAR,"FW,MF",Valladolid,es  La Liga,30-055,1995.0,13.5,270,337,80.1,4060,653,138,164,84.1,109,131,83.2,11,20,55.0,0,0.5,0.5,-0.5,5,8,3,2,19
131,Dennis Appiah,FRA,DF,Saint-Étienne,fr  Ligue 1,32-275,1992.0,17.6,656,870,75.4,10346,4628,357,408,87.5,253,313,80.8,36,97,37.1,1,2.0,1.9,-1.0,10,56,18,6,67
132,Aritz Arambarri,ESP,DF,Leganés,es  La Liga,27-039,1998.0,2.0,49,67,73.1,1025,258,11,13,84.6,34,41,82.9,4,12,33.3,0,0.0,0.0,0.0,0,1,0,0,2
133,Mauro Arambarri,URU,MF,Getafe,es  La Liga,29-162,1995.0,20.1,397,550,72.2,6901,1564,177,230,77.0,168,215,78.1,40,76,52.6,0,0.3,0.4,-0.3,8,48,2,1,52
134,Jon Aramburu,VEN,DF,Real Sociedad,es  La Liga,22-231,2002.0,20.3,863,1109,77.8,12648,5150,468,525,89.1,329,426,77.2,33,88,37.5,1,0.9,1.1,0.1,11,59,7,5,79
135,Julian Araujo,MEX,DF,Bournemouth,eng  Premier League,23-210,2001.0,3.9,131,166,78.9,2297,759,60,67,89.6,61,71,85.9,9,22,40.9,0,0.0,0.0,0.0,0,15,1,0,14
136,Ronald Araújo,URU,DF,Barcelona,es  La Liga,26-004,1999.0,2.6,239,258,92.6,4876,1355,61,68,89.7,157,164,95.7,20,24,83.3,1,0.3,0.1,0.7,1,18,3,0,17
137,Cameron Archer,ENG,FW,Southampton,eng  Premier League,23-233,2001.0,12.9,158,195,81.0,2113,292,101,117,86.3,44,49,89.8,5,8,62.5,0,0.3,0.6,-0.3,2,5,6,0,12
138,Carlens Arcus,HAI,DF,Angers,fr  Ligue 1,28-256,1996.0,17.1,605,767,78.9,10254,3616,288,324,88.9,257,328,78.4,53,85,62.4,1,1.2,1.1,-0.2,14,43,16,9,49
139,Alphonse Areola,FRA,GK,West Ham,eng  Premier League,32-012,1993.0,16.1,455,648,70.2,12543,8725,93,94,98.9,214,226,94.7,146,320,45.6,0,0.0,0.0,0.0,0,7,0,0,0
140,Adu Ares,ESP,FW,Athletic Club,es  La Liga,23-150,2001.0,0.2,5,9,55.6,64,15,3,5,60.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,1,0,3
141,Jesús Areso,ESP,DF,Osasuna,es  La Liga,25-252,1999.0,22.6,765,1069,71.6,12832,5702,382,430,88.8,301,420,71.7,67,144,46.5,2,1.8,1.9,0.2,19,69,39,23,78
142,David Argüelles,ESP,MF,Getafe,es  La Liga,23-069,2002.0,0.1,3,5,60.0,25,2,3,4,75.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
143,Joe Aribo,NGA,"MF,DF",Southampton,eng  Premier League,28-233,1996.0,19.3,781,886,88.1,11559,2306,437,479,91.2,292,323,90.4,30,43,69.8,0,1.5,1.2,-1.5,14,45,3,1,63
144,Adam Armstrong,ENG,"FW,MF",Southampton,eng  Premier League,28-029,1997.0,13.9,231,288,80.2,3320,446,138,158,87.3,81,95,85.3,6,13,46.2,2,1.2,0.6,0.8,9,10,8,2,21
145,Harrison Armstrong,ENG,MF,Everton,eng  Premier League,18-051,2007.0,0.5,7,15,46.7,149,15,3,4,75.0,2,5,40.0,2,4,50.0,0,0.1,0.0,-0.1,1,1,0,0,1
146,José Arnaiz,ESP,"FW,MF",Osasuna,es  La Liga,29-330,1995.0,0.6,26,41,63.4,376,115,15,17,88.2,5,9,55.6,3,9,33.3,0,0.1,0.1,-0.1,2,2,2,1,3
147,Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,fr  Ligue 1,21-335,2003.0,12.6,523,650,80.5,8409,1959,266,307,86.6,197,228,86.4,43,67,64.2,2,1.5,1.7,0.5,23,45,30,4,67
148,Marko Arnautović,AUT,FW,Inter,it  Serie A,35-326,1989.0,2.7,51,76,67.1,619,121,35,44,79.5,12,17,70.6,1,2,50.0,1,0.5,0.3,0.5,4,2,4,0,8
149,Maximilian Arnold,GER,MF,Wolfsburg,de  Bundesliga,30-288,1994.0,19.9,782,999,78.3,15897,5123,281,311,90.4,352,404,87.1,134,248,54.0,4,2.2,3.2,1.8,31,100,10,3,97
150,Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,de  Bundesliga,25-064,2000.0,7.1,87,148,58.8,1818,652,34,52,65.4,31,48,64.6,20,35,57.1,0,0.9,1.5,-0.9,10,6,12,3,19
151,Sergio Arribas,ESP,DF,Betis,es  La Liga,22-029,2003.0,1.0,37,54,68.5,533,210,22,23,95.7,12,20,60.0,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,1
152,Kepa Arrizabalaga,ESP,GK,Bournemouth,eng  Premier League,30-159,1994.0,21.0,479,677,70.8,13637,9670,66,68,97.1,243,249,97.6,169,353,47.9,0,0.0,0.0,0.0,1,7,0,0,0
153,Arthur,BRA,"DF,FW",Leverkusen,de  Bundesliga,21-359,2003.0,5.5,194,250,77.6,2892,734,116,121,95.9,67,93,72.0,6,16,37.5,1,0.4,0.8,0.6,2,10,4,0,14
154,Takuma Asano,JPN,"FW,MF",Mallorca,es  La Liga,30-121,1994.0,8.3,88,144,61.1,1268,318,54,68,79.4,31,44,70.5,1,11,9.1,0,0.2,0.4,-0.2,3,5,3,2,12
155,Raúl Asencio,ESP,DF,Real Madrid,es  La Liga,22-026,2003.0,10.5,554,598,92.6,9718,3185,233,244,95.5,279,293,95.2,36,52,69.2,1,0.4,0.4,0.6,2,23,3,0,12
156,Marco Asensio,ESP,"MF,FW",Aston Villa,eng  Premier League,29-049,1996.0,2.3,71,90,78.9,996,294,39,44,88.6,26,29,89.7,3,10,30.0,0,0.2,0.2,-0.2,4,8,5,1,16
157,Marco Asensio,ESP,"FW,MF",Paris S-G,fr  Ligue 1,29-049,1996.0,6.9,291,335,86.9,4166,808,183,196,93.4,80,93,86.0,19,26,73.1,4,2.7,1.7,1.3,16,31,4,1,36
158,Kristjan Asllani,ALB,MF,Inter,it  Serie A,23-002,2002.0,6.7,558,626,89.1,10649,3145,207,218,95.0,271,288,94.1,73,103,70.9,2,1.6,1.6,0.4,13,51,12,4,43
159,Iago Aspas,ESP,"FW,MF",Celta Vigo,es  La Liga,37-222,1987.0,14.7,485,656,73.9,7833,2280,254,322,78.9,152,191,79.6,52,75,69.3,3,2.9,2.9,0.1,25,55,27,3,101
160,Yaser Asprilla,COL,"FW,MF",Girona,es  La Liga,21-112,2003.0,9.7,335,451,74.3,5885,1684,163,184,88.6,130,163,79.8,38,76,50.0,0,1.3,2.6,-1.3,16,25,31,5,60
161,Lorenz Assignon,TOG,"DF,MF",Rennes,fr  Ligue 1,24-262,2000.0,18.2,718,926,77.5,11199,3938,366,433,84.5,300,371,80.9,30,60,50.0,4,3.2,3.1,0.8,22,45,21,12,77
162,Dehmaine Assoumani,FRA,"MF,FW",Nantes,fr  Ligue 1,19-328,2005.0,0.9,36,45,80.0,537,138,21,23,91.3,13,14,92.9,2,4,50.0,0,0.9,1.0,-0.9,4,1,2,2,1
163,Valentin Atangana Edoa,FRA,MF,Reims,fr  Ligue 1,19-198,2005.0,22.7,708,813,87.1,10753,2786,378,404,93.6,296,322,91.9,18,41,43.9,0,0.5,0.4,-0.5,10,55,6,0,75
164,Arthur Atta,FRA,"MF,FW",Udinese,it  Serie A,22-056,2003.0,5.7,212,271,78.2,3365,760,110,131,84.0,76,88,86.4,16,29,55.2,1,0.6,0.6,0.4,8,22,4,1,24
165,Noah Atubolu,GER,GK,Freiburg,de  Bundesliga,22-290,2002.0,22.0,759,1011,75.1,21172,15206,114,115,99.1,412,418,98.6,232,474,48.9,0,0.0,0.1,0.0,0,21,0,0,1
166,Emil Audero,ITA,GK,Como,it  Serie A,28-052,1997.0,8.0,209,253,82.6,4830,3117,51,51,100.0,118,120,98.3,40,82,48.8,0,0.0,0.0,0.0,0,1,0,0,0
167,Tommaso Augello,ITA,"DF,FW",Cagliari,it  Serie A,30-193,1994.0,21.2,824,1159,71.1,14485,6029,386,434,88.9,351,470,74.7,83,189,43.9,4,3.7,3.8,0.3,30,55,32,23,83
168,Carlos Augusto,BRA,"DF,FW",Inter,it  Serie A,26-063,1999.0,10.5,505,589,85.7,8109,1960,257,277,92.8,220,245,89.8,20,42,47.6,1,0.8,1.0,0.2,4,30,5,3,39
169,Yann Aurel Bisseck,GER,DF,Inter,it  Serie A,24-102,2000.0,11.9,751,817,91.9,12706,3257,306,322,95.0,395,419,94.3,36,50,72.0,2,0.6,1.0,1.4,6,53,4,1,61
170,Brandon Austin,ENG,GK,Tottenham,eng  Premier League,26-062,1999.0,1.0,22,32,68.8,526,386,7,7,100.0,9,9,100.0,6,16,37.5,0,0.0,0.0,0.0,0,0,0,0,0
171,Ezequiel Ávila,ARG,FW,Betis,es  La Liga,31-033,1994.0,7.0,158,224,70.5,2661,614,84,104,80.8,54,75,72.0,16,28,57.1,0,1.0,1.0,-1.0,15,1,11,6,18
172,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,eng  Premier League,27-211,1997.0,3.0,43,66,65.2,484,107,30,38,78.9,10,19,52.6,0,4,0.0,0,0.1,0.1,-0.1,2,2,2,0,6
173,Yasin Ayari,SWE,MF,Brighton,eng  Premier League,21-156,2003.0,15.9,558,696,80.2,8333,2293,328,360,91.1,190,229,83.0,25,72,34.7,1,2.1,2.1,-1.1,25,34,13,2,53
174,Florian Ayé,FRA,FW,Auxerre,fr  Ligue 1,28-051,1997.0,4.5,77,103,74.8,992,122,52,65,80.0,18,24,75.0,2,3,66.7,0,0.1,0.1,-0.1,1,4,2,0,4
175,André Ayew,GHA,FW,Le Havre,fr  Ligue 1,35-084,1989.0,11.1,134,174,77.0,1605,187,86,103,83.5,36,42,85.7,0,4,0.0,1,0.0,0.1,1.0,2,3,1,0,15
176,Jordan Ayew,GHA,"FW,MF",Crystal Palace,eng  Premier League,33-181,1991.0,0.2,8,10,80.0,167,4,3,3,100.0,4,6,66.7,1,1,100.0,0,0.0,0.0,0.0,1,0,0,0,0
177,Jordan Ayew,GHA,"FW,MF",Leicester City,eng  Premier League,33-181,1991.0,14.4,303,422,71.8,4381,855,167,195,85.6,107,147,72.8,14,42,33.3,0,0.8,1.2,-0.8,12,19,11,6,28
178,Neil El Aynaoui,FRA,MF,Lens,fr  Ligue 1,23-252,2001.0,10.1,477,556,85.8,7184,1974,263,286,92.0,164,187,87.7,26,44,59.1,0,1.0,0.9,-1.0,11,42,6,2,47
179,Ayman Azhil,MAR,MF,Dortmund,de  Bundesliga,23-335,2001.0,0.3,3,4,75.0,32,17,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
180,Adam Aznou,MAR,"DF,MF",Valladolid,es  La Liga,18-282,2006.0,2.6,73,104,70.2,1123,377,36,41,87.8,25,39,64.1,7,14,50.0,0,0.0,0.1,0.0,1,9,1,0,8
181,Adam Aznou,MAR,DF,Bayern Munich,de  Bundesliga,18-282,2006.0,0.2,13,17,76.5,178,44,9,10,90.0,4,6,66.7,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
182,César Azpilicueta,ESP,DF,Atlético Madrid,es  La Liga,35-195,1989.0,6.3,394,451,87.4,6332,2525,188,200,94.0,176,195,90.3,21,44,47.7,0,0.0,0.4,0.0,0,31,3,1,45
183,Paulo Azzi,BRA,DF,Cagliari,it  Serie A,30-239,1994.0,4.7,126,180,70.0,2228,889,58,74,78.4,53,69,76.8,12,29,41.4,0,0.9,0.7,-0.9,5,7,6,4,13
184,Oussama El Azzouzi,MAR,MF,Bologna,it  Serie A,23-286,2001.0,0.1,3,4,75.0,55,0,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
185,Papa Ba,ESP,MF,Girona,es  La Liga,20-180,2004.0,0.5,5,13,38.5,79,7,3,8,37.5,1,2,50.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0
186,Shavy Babicka,GAB,"MF,FW",Toulouse,fr  Ligue 1,24-283,2000.0,10.8,171,247,69.2,2276,594,103,131,78.6,50,71,70.4,5,12,41.7,2,1.5,1.9,0.5,12,7,12,5,19
187,Jacopo Bacci,ITA,MF,Empoli,it  Serie A,19-265,2005.0,0.1,4,6,66.7,90,32,2,2,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1
188,Aliou Badara Baldé,GUI,"MF,FW",Bochum,de  Bundesliga,22-089,2002.0,1.0,11,20,55.0,187,62,6,9,66.7,5,8,62.5,0,0,,0,0.2,0.2,-0.2,2,1,2,1,1
189,Loïc Bade,FRA,DF,Sevilla,es  La Liga,24-334,2000.0,21.2,1125,1325,84.9,22141,8693,416,441,94.3,586,632,92.7,118,225,52.4,1,0.6,0.2,0.4,3,69,2,0,38
190,Milan Badelj,CRO,MF,Genoa,it  Serie A,36-014,1989.0,14.9,619,767,80.7,10698,3510,276,323,85.4,274,305,89.8,53,104,51.0,0,1.1,0.9,-1.1,12,70,9,0,80
191,Benoît Badiashile,FRA,DF,Chelsea,eng  Premier League,23-350,2001.0,2.8,200,223,89.7,3655,1115,77,85,90.6,103,109,94.5,18,24,75.0,0,0.0,0.1,0.0,0,21,1,0,16
192,Alex Baena,ESP,"MF,FW",Villarreal,es  La Liga,23-234,2001.0,22.2,681,1017,67.0,13919,5235,244,306,79.7,319,433,73.7,109,217,50.2,7,8.8,10.1,-1.8,77,81,58,15,153
193,Juma Bah,SLE,DF,Valladolid,es  La Liga,18-334,2006.0,9.6,330,407,81.1,6294,2123,118,131,90.1,177,191,92.7,31,73,42.5,0,0.0,0.0,0.0,1,15,0,0,13
194,Juma Bah,SLE,DF,Lens,fr  Ligue 1,18-334,2006.0,1.2,29,35,82.9,447,130,13,15,86.7,14,15,93.3,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
195,Leon Bailey,JAM,"FW,MF",Aston Villa,eng  Premier League,27-214,1997.0,12.6,273,386,70.7,4275,1048,149,183,81.4,99,122,81.1,18,38,47.4,2,1.5,2.9,0.5,16,16,20,2,35
196,Eric Bailly,CIV,DF,Villarreal,es  La Liga,30-333,1994.0,6.4,262,300,87.3,4684,1808,98,103,95.1,139,153,90.8,22,40,55.0,0,0.0,0.0,0.0,0,18,0,0,18
197,Theo Bair,CAN,FW,Auxerre,fr  Ligue 1,25-196,1999.0,8.0,103,168,61.3,1244,321,64,93,68.8,23,41,56.1,3,7,42.9,1,1.2,0.9,-0.2,10,9,0,0,14
198,Stefan Bajcetic,ESP,"MF,DF",Las Palmas,es  La Liga,20-140,2004.0,4.5,106,153,69.3,2007,664,52,64,81.3,35,47,74.5,18,32,56.3,0,0.2,0.2,-0.2,5,8,5,0,14
199,Cédric Bakambu,COD,FW,Betis,es  La Liga,33-334,1991.0,5.9,58,89,65.2,680,136,41,56,73.2,12,23,52.2,1,1,100.0,2,0.6,0.7,1.4,8,8,4,0,9
200,Mitchel Bakker,NED,MF,Atalanta,it  Serie A,24-264,2000.0,0.2,7,9,77.8,109,22,2,3,66.7,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1
201,Mitchel Bakker,NED,"DF,FW",Lille,fr  Ligue 1,24-264,2000.0,8.5,374,472,79.2,6148,1965,191,217,88.0,137,170,80.6,35,55,63.6,2,2.3,1.9,-0.3,19,30,19,11,37
202,Darryl Bakola,FRA,DF,Marseille,fr  Ligue 1,17-101,2007.0,0.1,9,10,90.0,134,33,6,6,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
203,Ridle Baku,GER,"FW,MF",Wolfsburg,de  Bundesliga,26-337,1998.0,13.0,381,514,74.1,6541,1845,166,203,81.8,173,225,76.9,30,45,66.7,1,1.3,1.6,-0.3,13,33,14,6,44
204,Ridle Baku,GER,"DF,MF",RB Leipzig,de  Bundesliga,26-337,1998.0,7.9,263,360,73.1,4206,1506,146,166,88.0,93,133,69.9,19,33,57.6,0,0.1,0.6,-0.1,3,16,7,2,19
205,Dilane Bakwa,FRA,"MF,DF",Strasbourg,fr  Ligue 1,22-197,2002.0,20.3,558,777,71.8,9377,2916,281,335,83.9,200,268,74.6,62,131,47.3,7,4.9,4.3,2.1,37,47,30,8,90
206,Tommaso Baldanzi,ITA,"MF,FW",Roma,it  Serie A,21-353,2003.0,6.7,229,274,83.6,3020,539,146,162,90.1,73,86,84.9,2,7,28.6,1,0.4,0.7,0.6,7,16,5,0,17
207,Alejandro Balde,ESP,DF,Barcelona,es  La Liga,21-144,2003.0,19.9,989,1137,87.0,14771,3177,532,577,92.2,397,441,90.0,34,57,59.6,3,2.6,1.9,0.4,22,40,33,9,74
208,Keita Baldé,SEN,"FW,MF",Monza,it  Serie A,30-003,1995.0,2.1,60,66,90.9,934,129,27,29,93.1,27,28,96.4,3,5,60.0,0,0.0,0.1,0.0,1,3,3,2,5
209,Carlos Baleba,CMR,MF,Brighton,eng  Premier League,21-067,2004.0,20.7,737,845,87.2,12446,3255,365,393,92.9,283,315,89.8,73,106,68.9,1,0.9,1.0,0.1,16,86,21,1,92
210,Leonardo Balerdi,ARG,DF,Marseille,fr  Ligue 1,26-044,1999.0,20.0,2034,2157,94.3,34100,12967,881,906,97.2,1006,1040,96.7,105,149,70.5,0,0.7,0.7,-0.7,8,123,5,0,87
211,Iván Balliu,ALB,DF,Rayo Vallecano,es  La Liga,33-069,1992.0,8.7,303,406,74.6,5114,2199,140,156,89.7,135,168,80.4,22,59,37.3,0,0.4,0.2,-0.4,5,27,3,1,31
212,Fodé Ballo-Touré,SEN,DF,Le Havre,fr  Ligue 1,28-067,1997.0,2.3,96,115,83.5,1606,380,42,44,95.5,44,50,88.0,7,12,58.3,0,0.0,0.1,0.0,0,8,1,1,5
213,Botond Balogh,HUN,DF,Parma,it  Serie A,22-278,2002.0,19.8,779,867,89.9,15330,4440,197,217,90.8,503,528,95.3,70,97,72.2,1,0.1,0.2,0.9,2,20,0,0,31
214,Folarin Balogun,USA,FW,Monaco,fr  Ligue 1,23-251,2001.0,5.2,64,94,68.1,752,120,36,46,78.3,15,24,62.5,2,5,40.0,0,0.9,1.1,-0.9,6,5,1,0,9
215,Mario Balotelli,ITA,"FW,MF",Genoa,it  Serie A,34-211,1990.0,0.7,4,15,26.7,102,18,1,5,20.0,2,5,40.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,1
216,Abdoulaye Bamba,CIV,DF,Angers,fr  Ligue 1,34-320,1990.0,10.8,351,399,88.0,7157,2345,89,99,89.9,230,244,94.3,29,47,61.7,0,0.3,0.3,-0.3,6,16,4,3,11
217,Jonathan Bamba,CIV,"FW,MF",Celta Vigo,es  La Liga,28-350,1996.0,9.0,287,364,78.8,4015,1041,170,197,86.3,85,102,83.3,14,24,58.3,1,1.8,1.6,-0.8,12,20,13,6,30
218,Mohamed Bamba,CIV,MF,Reims,fr  Ligue 1,20-154,2004.0,0.1,16,19,84.2,336,82,7,8,87.5,5,7,71.4,4,4,100.0,0,0.0,0.0,0.0,0,3,0,0,3
219,Samuel Bamba,GER,"FW,DF",Bochum,de  Bundesliga,21-026,2004.0,0.2,12,15,80.0,196,40,5,5,100.0,7,7,100.0,0,2,0.0,0,0.0,0.0,0.0,1,1,1,1,1
220,Lameck Banda,ZAM,"FW,MF",Lecce,it  Serie A,24-041,2001.0,5.7,100,128,78.1,1461,269,63,70,90.0,28,38,73.7,6,15,40.0,1,0.9,0.7,0.1,9,1,5,3,5
221,Daniel Bandeira,POR,MF,Hellas Verona,it  Serie A,24-334,2000.0,4.5,194,235,82.6,3055,966,105,120,87.5,66,74,89.2,14,27,51.9,0,0.1,0.1,-0.1,3,18,1,0,25
222,Mattia Bani,ITA,DF,Genoa,it  Serie A,31-091,1993.0,14.8,678,778,87.1,13729,4959,179,199,89.9,415,446,93.0,79,120,65.8,0,0.2,0.2,-0.2,2,16,2,1,23
223,Noahkai Banks,USA,DF,Augsburg,de  Bundesliga,18-100,2006.0,3.0,155,167,92.8,2890,843,51,55,92.7,84,89,94.4,16,18,88.9,0,0.0,0.0,0.0,0,5,1,0,8
224,Scott Banks,SCO,"FW,MF",St. Pauli,de  Bundesliga,23-166,2001.0,1.1,18,30,60.0,225,43,10,11,90.9,4,10,40.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,1
225,Adrian Baquerin,ESP,FW,Valladolid,es  La Liga,18-007,2007.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
226,Antonín Barák,CZE,MF,Fiorentina,it  Serie A,30-098,1994.0,0.6,17,20,85.0,228,77,8,10,80.0,8,9,88.9,0,0,,0,0.3,0.1,-0.3,3,1,1,0,2
227,Federico Barba,ITA,DF,Como,it  Serie A,31-191,1993.0,4.8,258,292,88.4,4163,1406,132,143,92.3,106,117,90.6,15,26,57.7,0,0.0,0.0,0.0,0,18,2,0,25
228,Valentín Barco,ARG,"DF,FW",Sevilla,es  La Liga,20-231,2004.0,3.2,139,191,72.8,2140,895,77,88,87.5,38,53,71.7,13,30,43.3,0,0.6,0.3,-0.6,6,12,3,0,13
229,Valentín Barco,ARG,"DF,MF",Strasbourg,fr  Ligue 1,20-231,2004.0,4.3,228,286,79.7,3580,1030,128,140,91.4,79,100,79.0,17,31,54.8,1,0.6,0.1,0.4,1,20,2,1,25
230,Bradley Barcola,FRA,FW,Paris S-G,fr  Ligue 1,22-190,2002.0,18.7,552,675,81.8,7523,1671,369,412,89.6,155,191,81.2,17,28,60.7,7,8.1,4.3,-1.1,37,19,33,2,69
231,Melvin Bard,FRA,"DF,MF",Nice,fr  Ligue 1,24-125,2000.0,14.6,554,734,75.5,9275,3357,281,308,91.2,224,287,78.0,37,91,40.7,0,1.3,1.4,-1.3,9,46,14,6,53
232,Nicolò Barella,ITA,MF,Inter,it  Serie A,28-032,1997.0,21.4,1180,1429,82.6,20848,5931,533,597,89.3,510,592,86.1,117,179,65.4,5,4.1,4.4,0.9,47,128,40,11,179
233,Gabriel Bares,SUI,"MF,DF",Montpellier,fr  Ligue 1,24-194,2000.0,0.6,34,40,85.0,590,199,17,19,89.5,13,14,92.9,4,7,57.1,0,0.0,0.0,0.0,0,5,0,0,3
234,Borna Barišić,CRO,DF,Leganés,es  La Liga,32-121,1992.0,0.1,3,4,75.0,48,2,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
235,Kike Barja,ESP,"FW,MF",Osasuna,es  La Liga,27-344,1997.0,2.7,52,84,61.9,888,211,24,31,77.4,20,29,69.0,5,11,45.5,0,0.5,0.5,-0.5,5,1,4,4,2
236,Ross Barkley,ENG,MF,Aston Villa,eng  Premier League,31-096,1993.0,6.2,317,367,86.4,4962,1155,164,186,88.2,134,145,92.4,13,18,72.2,1,0.6,0.4,0.4,8,29,6,0,32
237,Aymen Barkok,MAR,MF,Mainz 05,de  Bundesliga,26-294,1998.0,0.8,26,37,70.3,506,182,14,17,82.4,6,9,66.7,4,5,80.0,0,0.1,0.3,-0.1,1,7,3,1,5
238,Harvey Barnes,ENG,FW,Newcastle Utd,eng  Premier League,27-092,1997.0,10.0,251,321,78.2,3540,1112,161,189,85.2,81,110,73.6,7,12,58.3,2,3.0,3.3,-1.0,13,13,22,5,45
239,Enzo Barrenechea,ARG,MF,Valencia,es  La Liga,23-293,2001.0,15.5,725,845,85.8,12800,3510,332,372,89.2,313,345,90.7,69,97,71.1,2,0.8,0.9,1.2,10,95,6,0,78
240,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,es  La Liga,23-074,2001.0,10.1,277,386,71.8,4668,1063,154,182,84.6,78,113,69.0,37,53,69.8,2,1.2,1.6,0.8,13,19,19,3,38
241,Pablo Barrios,ESP,MF,Atlético Madrid,es  La Liga,21-269,2003.0,17.8,883,1033,85.5,13936,3665,463,503,92.0,347,387,89.7,51,87,58.6,2,1.3,1.3,0.7,17,89,13,2,97
242,Thierno Barry,FRA,FW,Villarreal,es  La Liga,22-141,2002.0,17.5,139,232,59.9,1991,306,72,111,64.9,51,87,58.6,6,13,46.2,3,2.2,1.2,0.8,16,8,9,1,17
243,Davide Bartesaghi,ITA,DF,Milan,it  Serie A,19-072,2005.0,0.6,21,29,72.4,316,93,14,16,87.5,5,9,55.6,2,3,66.7,0,0.1,0.1,-0.1,1,0,1,1,0
244,Marc Bartra,ESP,DF,Betis,es  La Liga,34-055,1991.0,14.3,558,716,77.9,11587,4098,188,202,93.1,278,320,86.9,86,174,49.4,0,0.0,0.1,0.0,0,37,4,0,40
245,Federico Baschirotto,ITA,DF,Lecce,it  Serie A,28-172,1996.0,28.0,1086,1249,86.9,22154,7661,330,363,90.9,590,642,91.9,158,223,70.9,0,0.1,0.3,-0.1,3,34,2,0,47
246,Daniele Baselli,ITA,MF,Como,it  Serie A,32-364,1992.0,0.2,24,27,88.9,437,123,7,8,87.5,16,17,94.1,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,4
247,Calvin Bassey,NGA,DF,Fulham,eng  Premier League,25-070,1999.0,26.2,1507,1682,89.6,26543,9100,643,681,94.4,726,771,94.2,112,181,61.9,0,0.1,0.3,-0.1,2,107,1,0,86
248,Aboubacar Bassinga,CIV,MF,Las Palmas,es  La Liga,19-241,2005.0,0.0,2,4,50.0,53,0,1,1,100.0,0,0,,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0
249,Alessandro Bastoni,ITA,DF,Inter,it  Serie A,25-332,1999.0,22.4,1675,1886,88.8,30980,9417,716,751,95.3,739,794,93.1,195,285,68.4,4,2.2,2.4,1.8,25,111,41,21,138
250,Augusto Batalla,ARG,GK,Rayo Vallecano,es  La Liga,28-315,1996.0,22.0,543,807,67.3,15708,11420,86,87,98.9,285,288,99.0,171,426,40.1,0,0.0,0.1,0.0,0,18,1,0,2
251,Michy Batshuayi,BEL,"FW,DF",Eint Frankfurt,de  Bundesliga,31-160,1993.0,1.7,26,34,76.5,364,106,17,21,81.0,5,8,62.5,2,2,100.0,0,0.0,0.3,0.0,1,1,1,0,5
