,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2118,Samuele Ricci,ITA,MF,Torino,it  Serie A,23-202,2001.0,25.3,1,19,6,31.6,0.75,0.24,0.05,0.17,25.5,0,0,0,1.2,1.2,0.06,-0.2,-0.2
2119,Declan Rice,ENG,MF,Arsenal,eng  Premier League,26-056,1999.0,23.0,2,30,8,26.7,1.31,0.35,0.07,0.25,19.8,0,0,0,1.8,1.8,0.06,0.2,0.2
2120,Chris Richards,USA,DF,Crystal Palace,eng  Premier League,24-348,2000.0,14.9,0,8,4,50.0,0.54,0.27,0.0,0.0,13.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
2121,Amir Richardson,MAR,MF,Fiorentina,it  Serie A,23-046,2002.0,8.0,0,6,4,66.7,0.75,0.5,0.0,0.0,20.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4
2122,Richarlison,BRA,FW,Tottenham,eng  Premier League,27-305,1997.0,3.1,2,6,3,50.0,1.94,0.97,0.33,0.67,8.4,0,0,0,1.2,1.2,0.2,0.8,0.8
2123,Diego Rico,ESP,DF,Getafe,es  La Liga,32-016,1993.0,24.0,0,15,3,20.0,0.63,0.13,0.0,0.0,29.7,1,0,0,0.3,0.3,0.02,-0.3,-0.3
2124,Fabian Rieder,SUI,"MF,FW",Stuttgart,de  Bundesliga,23-023,2002.0,7.5,1,16,6,37.5,2.15,0.8,0.06,0.17,20.9,5,0,0,1.2,1.2,0.08,-0.2,-0.2
2125,Luis Rioja,ESP,FW,Alavés,es  La Liga,31-146,1993.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2126,Luis Rioja,ESP,"MF,FW",Valencia,es  La Liga,31-146,1993.0,23.9,5,23,8,34.8,0.96,0.34,0.13,0.38,21.1,1,2,2,3.1,1.6,0.07,1.9,1.4
2127,Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,es  La Liga,24-343,2000.0,4.6,0,12,4,33.3,2.61,0.87,0.0,0.0,17.9,1,0,0,0.7,0.7,0.06,-0.7,-0.7
2128,Alberto Risco,ESP,"MF,FW",Getafe,es  La Liga,19-193,2005.0,0.8,0,4,1,25.0,5.22,1.3,0.0,0.0,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2129,Mihailo Ristić,SRB,"MF,DF",Celta Vigo,es  La Liga,29-131,1995.0,2.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2130,Lars Ritzka,GER,"DF,MF",St. Pauli,de  Bundesliga,26-308,1998.0,7.7,0,6,0,0.0,0.78,0.0,0.0,,25.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2131,Gorka Rivera Alonso,ESP,"DF,MF",Getafe,es  La Liga,20-222,2004.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2132,Sergi Roberto,ESP,MF,Como,it  Serie A,33-032,1992.0,6.9,0,6,1,16.7,0.87,0.15,0.0,0.0,23.5,0,0,0,0.7,0.7,0.11,-0.7,-0.7
2133,Andrew Robertson,SCO,DF,Liverpool,eng  Premier League,31-000,1994.0,22.4,0,10,2,20.0,0.45,0.09,0.0,0.0,15.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8
2134,Antonee Robinson,USA,DF,Fulham,eng  Premier League,27-215,1997.0,27.2,0,16,2,12.5,0.59,0.07,0.0,0.0,22.1,0,0,0,0.7,0.7,0.04,-0.7,-0.7
2135,Marc Roca,ESP,MF,Betis,es  La Liga,28-105,1996.0,10.1,2,12,4,33.3,1.19,0.4,0.17,0.5,16.9,1,0,0,1.1,1.1,0.09,0.9,0.9
2136,Rodri,ESP,MF,Manchester City,eng  Premier League,28-262,1996.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2137,Rodri,ESP,FW,Betis,es  La Liga,24-299,2000.0,1.3,0,2,2,100.0,1.53,1.53,0.0,0.0,22.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
2138,Adrian Rodriguez,ESP,GK,Alavés,es  La Liga,24-089,2000.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2139,Álvaro Rodríguez,URU,FW,Getafe,es  La Liga,20-240,2004.0,6.8,2,14,5,35.7,2.07,0.74,0.14,0.4,16.2,0,0,0,0.7,0.7,0.05,1.3,1.3
2140,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Leganés,es  La Liga,26-256,1998.0,11.0,1,20,5,25.0,1.82,0.45,0.05,0.2,25.1,7,0,0,1.2,1.2,0.06,-0.2,-0.2
2141,Damián Rodríguez,ESP,MF,Celta Vigo,es  La Liga,21-359,2003.0,7.9,0,1,0,0.0,0.13,0.0,0.0,,25.3,0,0,0,0.0,0.0,0.02,0.0,0.0
2142,Dani Rodríguez,ESP,"MF,FW",Mallorca,es  La Liga,36-278,1988.0,17.7,4,25,9,36.0,1.41,0.51,0.16,0.44,18.4,1,0,0,2.5,2.5,0.1,1.5,1.5
2143,Guido Rodríguez,ARG,MF,West Ham,eng  Premier League,30-333,1994.0,11.3,0,8,1,12.5,0.71,0.09,0.0,0.0,27.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2144,James Rodríguez,COL,"MF,FW",Rayo Vallecano,es  La Liga,33-242,1991.0,1.6,0,4,2,50.0,2.57,1.29,0.0,0.0,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
2145,Javi Rodríguez,ESP,DF,Celta Vigo,es  La Liga,21-258,2003.0,18.6,2,7,3,42.9,0.38,0.16,0.29,0.67,10.1,0,0,0,1.5,1.5,0.21,0.5,0.5
2146,Jesus Rodríguez,ESP,FW,Betis,es  La Liga,19-110,2005.0,7.5,1,16,6,37.5,2.14,0.8,0.06,0.17,17.0,0,0,0,1.5,1.5,0.09,-0.5,-0.5
2147,Kirian Rodríguez,ESP,MF,Las Palmas,es  La Liga,29-006,1996.0,19.5,0,21,8,38.1,1.08,0.41,0.0,0.0,21.8,0,0,0,1.6,1.6,0.08,-1.6,-1.6
2148,Ricardo Rodríguez,SUI,DF,Betis,es  La Liga,32-198,1992.0,9.7,0,4,1,25.0,0.41,0.1,0.0,0.0,29.8,2,0,0,0.2,0.2,0.04,-0.2,-0.2
2149,Rodrygo,BRA,"FW,MF",Real Madrid,es  La Liga,24-061,2001.0,18.3,6,45,16,35.6,2.46,0.88,0.13,0.38,16.7,3,0,0,3.7,3.5,0.08,2.3,2.5
2150,Mads Roerslev,DEN,DF,Brentford,eng  Premier League,25-260,1999.0,12.2,0,5,2,40.0,0.41,0.16,0.0,0.0,20.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2151,Mads Roerslev,DEN,DF,Wolfsburg,de  Bundesliga,25-260,1999.0,2.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2152,Morgan Rogers,ENG,"MF,FW",Aston Villa,eng  Premier League,22-228,2002.0,26.0,7,45,14,31.1,1.73,0.54,0.16,0.5,16.1,0,0,0,4.8,4.8,0.11,2.2,2.2
2153,Merlin Röhl,GER,"MF,FW",Freiburg,de  Bundesliga,22-249,2002.0,10.1,0,12,3,25.0,1.18,0.3,0.0,0.0,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8
2154,Alessio Romagnoli,ITA,DF,Lazio,it  Serie A,30-058,1995.0,20.7,1,11,4,36.4,0.53,0.19,0.09,0.25,9.0,0,0,0,1.3,1.3,0.12,-0.3,-0.3
2155,Leo Román,ESP,GK,Mallorca,es  La Liga,24-248,2000.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2156,Carlos Romero,ESP,"DF,MF",Espanyol,es  La Liga,23-133,2001.0,16.5,2,16,3,18.8,0.97,0.18,0.13,0.67,20.6,0,0,0,1.3,1.3,0.08,0.7,0.7
2157,Cristian Romero,ARG,DF,Tottenham,eng  Premier League,26-318,1998.0,11.5,1,12,5,41.7,1.04,0.44,0.08,0.2,9.6,0,0,0,1.1,1.1,0.09,-0.1,-0.1
2158,Isaac Romero,ESP,FW,Sevilla,es  La Liga,24-297,2000.0,20.0,3,42,13,31.0,2.1,0.65,0.07,0.23,17.2,0,0,1,5.0,4.2,0.1,-2.0,-1.2
2159,Luka Romero,ARG,"FW,MF",Alavés,es  La Liga,20-113,2004.0,2.2,0,1,0,0.0,0.45,0.0,0.0,,38.7,0,0,1,0.8,0.0,0.02,-0.8,0.0
2160,Oriol Romeu,ESP,MF,Girona,es  La Liga,33-168,1991.0,11.8,0,3,0,0.0,0.25,0.0,0.0,,18.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2161,Valentin Rongier,FRA,"MF,DF",Marseille,fr  Ligue 1,30-094,1994.0,10.5,2,10,5,50.0,0.95,0.48,0.2,0.4,20.7,0,0,0,0.8,0.8,0.08,1.2,1.2
2162,Marten de Roon,NED,"MF,DF",Atalanta,it  Serie A,33-347,1991.0,25.0,4,10,4,40.0,0.4,0.16,0.4,1.0,23.0,0,0,0,0.8,0.8,0.08,3.2,3.2
2163,Vitor Roque,BRA,FW,Betis,es  La Liga,20-011,2005.0,13.7,4,41,18,43.9,2.99,1.31,0.1,0.22,14.5,0,0,0,6.1,6.1,0.15,-2.1,-2.1
2164,Pablo Rosario,NED,"MF,DF",Nice,fr  Ligue 1,28-063,1997.0,14.3,2,11,5,45.5,0.77,0.35,0.09,0.2,14.2,0,1,1,3.0,2.2,0.2,-1.0,-1.2
2165,Lasse Rosenboom,GER,DF,Holstein Kiel,de  Bundesliga,23-051,2002.0,12.0,1,6,3,50.0,0.5,0.25,0.17,0.33,14.1,0,0,0,0.5,0.5,0.09,0.5,0.5
2166,Max Rosenfelder,GER,DF,Freiburg,de  Bundesliga,22-029,2003.0,9.4,0,3,0,0.0,0.32,0.0,0.0,,14.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2167,Valentin Rosier,FRA,DF,Leganés,es  La Liga,28-204,1996.0,21.1,1,10,3,30.0,0.47,0.14,0.1,0.33,20.3,0,0,0,0.7,0.7,0.07,0.3,0.3
2168,Tom Rothe,GER,"DF,MF",Union Berlin,de  Bundesliga,20-133,2004.0,13.6,2,18,6,33.3,1.33,0.44,0.11,0.33,11.4,0,0,0,1.6,1.6,0.09,0.4,0.4
2169,Anthony Rouault,FRA,DF,Rennes,fr  Ligue 1,23-286,2001.0,1.8,0,1,0,0.0,0.56,0.0,0.0,,10.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2170,Anthony Rouault,FRA,DF,Stuttgart,de  Bundesliga,23-286,2001.0,13.5,1,5,1,20.0,0.37,0.07,0.2,1.0,6.5,0,0,0,0.5,0.5,0.1,0.5,0.5
2171,Jonas Rouhi,SWE,DF,Juventus,it  Serie A,21-063,2004.0,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2172,Jérôme Roussillon,FRA,"DF,MF",Union Berlin,de  Bundesliga,32-064,1993.0,1.2,0,2,0,0.0,1.62,0.0,0.0,,20.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2173,Nicolò Rovella,ITA,MF,Lazio,it  Serie A,23-097,2001.0,21.3,0,18,7,38.9,0.85,0.33,0.0,0.0,27.1,2,0,0,0.7,0.7,0.04,-0.7,-0.7
2174,Jon Rowe,ENG,"FW,MF",Marseille,fr  Ligue 1,21-315,2003.0,5.8,2,28,12,42.9,4.86,2.08,0.07,0.17,16.4,0,0,0,2.9,2.9,0.1,-0.9,-0.9
2175,Amir Rrahmani,KVX,DF,Napoli,it  Serie A,31-015,1994.0,28.0,1,24,2,8.3,0.86,0.07,0.04,0.5,9.2,0,0,0,2.3,2.3,0.1,-1.3,-1.3
2176,Tommaso Rubino,ITA,MF,Fiorentina,it  Serie A,18-121,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2177,Antonio Rüdiger,GER,DF,Real Madrid,es  La Liga,32-008,1993.0,21.1,0,19,3,15.8,0.9,0.14,0.0,0.0,18.2,0,0,0,1.3,1.3,0.07,-1.3,-1.3
2178,Matteo Ruggeri,ITA,DF,Atalanta,it  Serie A,22-243,2002.0,16.4,0,2,2,100.0,0.12,0.12,0.0,0.0,16.1,0,0,0,0.2,0.2,0.1,-0.2,-0.2
2179,Aitor Ruibal,ESP,"FW,DF",Betis,es  La Liga,28-354,1996.0,7.5,0,9,2,22.2,1.2,0.27,0.0,0.0,17.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6
2180,Abel Ruiz,ESP,FW,Girona,es  La Liga,25-042,2000.0,12.2,4,20,7,35.0,1.64,0.57,0.15,0.43,13.7,0,1,2,4.5,3.0,0.15,-0.5,0.0
2181,Ferrán Ruiz,ESP,MF,Girona,es  La Liga,21-319,2003.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2182,Fabián Ruiz Peña,ESP,MF,Paris S-G,fr  Ligue 1,28-342,1996.0,15.8,3,34,8,23.5,2.15,0.5,0.09,0.38,19.1,0,0,0,3.5,3.5,0.1,-0.5,-0.5
2183,Gerónimo Rulli,ARG,GK,Marseille,fr  Ligue 1,32-295,1992.0,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2184,Georginio Rutter,FRA,"MF,FW",Brighton,eng  Premier League,22-325,2002.0,17.6,5,50,12,24.0,2.84,0.68,0.1,0.42,15.5,0,0,0,4.6,4.6,0.09,0.4,0.4
2185,Mathew Ryan,AUS,GK,Lens,fr  Ligue 1,32-337,1992.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2186,Julian Ryerson,NOR,DF,Dortmund,de  Bundesliga,27-114,1997.0,17.2,1,11,3,27.3,0.64,0.17,0.09,0.33,20.6,0,0,0,0.4,0.4,0.04,0.6,0.6
2187,Frederik Rønnow,DEN,GK,Union Berlin,de  Bundesliga,32-219,1992.0,20.0,0,1,0,0.0,0.05,0.0,0.0,,7.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1
2188,José Sá,POR,GK,Wolves,eng  Premier League,32-053,1993.0,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2189,Elias Saad,TUN,"FW,MF",St. Pauli,de  Bundesliga,25-074,1999.0,6.8,2,17,5,29.4,2.52,0.74,0.12,0.4,17.5,0,0,0,1.3,1.3,0.08,0.7,0.7
2190,Youssouf Sabaly,SEN,DF,Betis,es  La Liga,32-006,1993.0,14.1,0,4,0,0.0,0.28,0.0,0.0,,19.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2191,Emmanuel Sabbi,USA,"FW,MF",Le Havre,fr  Ligue 1,27-077,1997.0,7.3,0,15,4,26.7,2.07,0.55,0.0,0.0,12.5,0,0,0,1.9,1.9,0.13,-1.9,-1.9
2192,Stefano Sabelli,ITA,DF,Genoa,it  Serie A,32-057,1993.0,16.4,0,5,0,0.0,0.3,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2193,Marcel Sabitzer,AUT,"MF,FW",Dortmund,de  Bundesliga,30-359,1994.0,16.0,0,16,5,31.3,1.0,0.31,0.0,0.0,19.7,0,0,0,1.6,1.6,0.1,-1.6,-1.6
2194,Falaye Sacko,MLI,DF,Montpellier,fr  Ligue 1,29-314,1995.0,10.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2195,Umar Sadiq,NGA,FW,Valencia,es  La Liga,28-037,1997.0,4.1,4,13,4,30.8,3.18,0.98,0.31,1.0,13.1,0,0,0,2.1,2.1,0.16,1.9,1.9
2196,Umar Sadiq,NGA,FW,Real Sociedad,es  La Liga,28-037,1997.0,2.5,0,5,0,0.0,1.98,0.0,0.0,,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2197,Alexis Saelemaekers,BEL,"DF,FW",Roma,it  Serie A,25-257,1999.0,9.8,6,17,9,52.9,1.73,0.92,0.35,0.67,17.3,0,0,0,1.9,1.9,0.11,4.1,4.1
2198,Alexis Saelemaekers,BEL,"DF,FW",Milan,it  Serie A,25-257,1999.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2199,Jorge Sáenz,ESP,DF,Leganés,es  La Liga,28-114,1996.0,10.9,1,3,1,33.3,0.27,0.09,0.33,1.0,10.5,0,0,0,0.5,0.5,0.17,0.5,0.5
2200,Matvei Safonov,RUS,GK,Paris S-G,fr  Ligue 1,26-014,1999.0,6.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2201,Modibo Sagnan,MLI,DF,Montpellier,fr  Ligue 1,25-331,1999.0,19.8,2,10,3,30.0,0.51,0.15,0.2,0.67,11.5,0,0,0,0.7,0.7,0.07,1.3,1.3
2202,Richie Sagrado,BEL,DF,Venezia,it  Serie A,21-040,2004.0,1.6,0,1,0,0.0,0.64,0.0,0.0,,23.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2203,Osame Sahraoui,MAR,"FW,MF",Lille,fr  Ligue 1,23-273,2001.0,11.7,3,21,7,33.3,1.79,0.6,0.14,0.43,16.1,0,0,0,2.6,2.6,0.13,0.4,0.4
2204,Wesley Saïd,FRA,"FW,MF",Lens,fr  Ligue 1,29-326,1995.0,7.0,1,12,3,25.0,1.71,0.43,0.08,0.33,13.0,0,0,0,2.4,2.4,0.2,-1.4,-1.4
2205,Théo Sainte-Luce,FRA,DF,Montpellier,fr  Ligue 1,26-142,1998.0,7.2,1,5,3,60.0,0.7,0.42,0.2,0.33,10.3,0,0,0,0.9,0.9,0.19,0.1,0.1
2206,Bukayo Saka,ENG,"FW,MF",Arsenal,eng  Premier League,23-187,2001.0,14.1,5,45,17,37.8,3.19,1.21,0.09,0.24,15.9,0,1,1,4.2,3.4,0.08,0.8,0.6
2207,Faik Sakar,GER,MF,RB Leipzig,de  Bundesliga,17-056,2008.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2208,Marco Sala,ITA,DF,Como,it  Serie A,25-280,1999.0,2.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2209,Marco Sala,ITA,DF,Lecce,it  Serie A,25-280,1999.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2210,Ibrahim Salah,MAR,FW,Brest,fr  Ligue 1,23-193,2001.0,4.0,1,13,4,30.8,3.27,1.01,0.08,0.25,19.7,0,0,0,0.6,0.6,0.04,0.4,0.4
2211,Mohamed Salah,EGY,FW,Liverpool,eng  Premier League,32-269,1992.0,28.5,27,97,44,45.4,3.4,1.54,0.19,0.41,15.2,1,9,9,22.0,15.0,0.16,5.0,3.0
2212,Anass Salah-Eddine,NED,DF,Roma,it  Serie A,23-052,2002.0,1.7,0,2,1,50.0,1.18,0.59,0.0,0.0,13.0,0,0,0,0.3,0.3,0.16,-0.3,-0.3
2213,Amine Salama,FRA,FW,Reims,fr  Ligue 1,24-236,2000.0,4.1,0,9,3,33.3,2.17,0.72,0.0,0.0,16.3,1,0,0,0.7,0.7,0.08,-0.7,-0.7
2214,Jan Salas,ESP,MF,Mallorca,es  La Liga,19-213,2005.0,0.2,0,2,0,0.0,9.47,0.0,0.0,,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2215,Kike Salas,ESP,DF,Sevilla,es  La Liga,22-322,2002.0,15.4,1,13,2,15.4,0.84,0.13,0.08,0.5,12.4,0,0,0,0.9,0.9,0.07,0.1,0.1
2216,Manolis Saliakas,GRE,"MF,DF",St. Pauli,de  Bundesliga,28-180,1996.0,17.1,1,22,4,18.2,1.29,0.23,0.05,0.25,22.3,0,0,0,1.1,1.1,0.05,-0.1,-0.1
2217,William Saliba,FRA,DF,Arsenal,eng  Premier League,23-352,2001.0,25.3,2,4,2,50.0,0.16,0.08,0.5,1.0,3.3,0,0,0,2.1,2.1,0.52,-0.1,-0.1
2218,Mohammed Salisu,GHA,DF,Monaco,fr  Ligue 1,25-328,1999.0,11.3,1,8,4,50.0,0.71,0.35,0.13,0.25,8.1,0,0,0,0.8,0.8,0.1,0.2,0.2
2219,Roland Sallai,HUN,"FW,MF",Freiburg,de  Bundesliga,27-293,1997.0,0.5,0,3,1,33.3,5.87,1.96,0.0,0.0,22.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2220,Yoann Salmier,GUF,DF,Le Havre,fr  Ligue 1,32-110,1992.0,8.9,0,5,2,40.0,0.56,0.23,0.0,0.0,9.8,0,0,0,0.8,0.8,0.17,-0.8,-0.8
2221,Lazar Samardzic,SRB,"MF,FW",Atalanta,it  Serie A,23-015,2002.0,10.8,2,28,10,35.7,2.58,0.92,0.07,0.2,19.4,3,0,0,1.8,1.8,0.06,0.2,0.2
2222,Diadie Samassékou,MLI,MF,Hoffenheim,de  Bundesliga,29-059,1996.0,3.2,0,3,1,33.3,0.93,0.31,0.0,0.0,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2223,Mama Samba Baldé,GNB,FW,Lyon,fr  Ligue 1,29-125,1995.0,0.4,0,1,0,0.0,2.73,0.0,0.0,,8.7,0,0,0,0.1,0.1,0.11,-0.1,-0.1
2224,Mama Samba Baldé,GNB,FW,Brest,fr  Ligue 1,29-125,1995.0,11.0,2,23,7,30.4,2.09,0.64,0.09,0.29,16.4,0,0,0,2.5,2.5,0.11,-0.5,-0.5
2225,Brice Samba,FRA,GK,Rennes,fr  Ligue 1,30-320,1994.0,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2226,Brice Samba,FRA,GK,Lens,fr  Ligue 1,30-320,1994.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2227,Albert Sambi Lokonga,BEL,MF,Sevilla,es  La Liga,25-140,1999.0,12.6,0,8,2,25.0,0.63,0.16,0.0,0.0,18.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
2228,Junior Sambia,FRA,"DF,FW",Empoli,it  Serie A,28-185,1996.0,1.9,0,2,0,0.0,1.07,0.0,0.0,,33.8,2,0,0,0.1,0.1,0.04,-0.1,-0.1
2229,Chuky san jose,ESP,"MF,FW",Valladolid,es  La Liga,20-316,2004.0,3.5,0,4,1,25.0,1.13,0.28,0.0,0.0,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2230,Antonio Sanabria,PAR,FW,Torino,it  Serie A,29-007,1996.0,12.5,2,15,4,26.7,1.2,0.32,0.13,0.5,14.1,0,0,1,2.7,1.9,0.13,-0.7,0.1
2231,Oihan Sancet,ESP,MF,Athletic Club,es  La Liga,24-320,2000.0,15.0,13,40,15,37.5,2.67,1.0,0.28,0.73,15.7,0,2,2,8.3,6.7,0.17,4.7,4.3
2232,Alexis Sánchez,CHI,FW,Udinese,it  Serie A,36-082,1988.0,3.4,0,5,0,0.0,1.48,0.0,0.0,,17.9,0,0,0,0.6,0.6,0.12,-0.6,-0.6
2233,Antonio Sánchez,ESP,"MF,DF",Mallorca,es  La Liga,28-069,1997.0,10.3,0,11,1,9.1,1.07,0.1,0.0,0.0,18.5,0,0,0,0.8,0.8,0.07,-0.8,-0.8
2234,Iván Sánchez,ESP,"MF,FW",Valladolid,es  La Liga,32-169,1992.0,10.3,1,7,2,28.6,0.68,0.2,0.14,0.5,21.9,1,0,0,0.3,0.3,0.05,0.7,0.7
2235,Javi Sánchez,ESP,DF,Valladolid,es  La Liga,27-362,1997.0,18.4,1,8,3,37.5,0.43,0.16,0.13,0.33,21.2,4,0,0,0.4,0.4,0.05,0.6,0.6
2236,Juanlu Sánchez,ESP,"MF,DF",Sevilla,es  La Liga,21-208,2003.0,12.5,4,12,5,41.7,0.96,0.4,0.33,0.8,11.9,0,0,0,1.8,1.8,0.15,2.2,2.2
2237,Manu Sánchez,ESP,DF,Alavés,es  La Liga,24-199,2000.0,19.7,1,11,2,18.2,0.56,0.1,0.09,0.5,15.7,0,0,0,1.6,1.6,0.17,-0.6,-0.6
2238,Robert Sánchez,ESP,GK,Chelsea,eng  Premier League,27-113,1997.0,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2239,Jadon Sancho,ENG,FW,Chelsea,eng  Premier League,24-351,2000.0,15.1,2,18,4,22.2,1.2,0.27,0.11,0.5,14.9,0,0,0,1.6,1.6,0.09,0.4,0.4
2240,Philipp Sander,GER,MF,Gladbach,de  Bundesliga,27-018,1998.0,12.9,1,15,5,33.3,1.16,0.39,0.07,0.2,21.0,0,0,0,1.0,1.0,0.07,0.0,0.0
2241,James Sands,USA,"MF,DF",St. Pauli,de  Bundesliga,24-248,2000.0,5.0,0,1,0,0.0,0.2,0.0,0.0,,9.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2242,Leroy Sané,GER,FW,Bayern Munich,de  Bundesliga,29-059,1996.0,12.3,6,40,14,35.0,3.24,1.14,0.15,0.43,16.8,2,0,0,5.9,5.9,0.15,0.1,0.1
2243,Arouna Sangante,SEN,DF,Le Havre,fr  Ligue 1,22-333,2002.0,8.8,2,6,3,50.0,0.68,0.34,0.33,0.67,10.0,0,0,0,0.5,0.5,0.08,1.5,1.5
2244,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,eng  Premier League,27-099,1997.0,3.0,0,1,1,100.0,0.33,0.33,0.0,0.0,32.0,0,0,0,0.0,0.0,0.02,0.0,0.0
2245,Nhoa Sangui,FRA,"DF,MF",Reims,fr  Ligue 1,19-012,2006.0,10.5,0,3,0,0.0,0.28,0.0,0.0,,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2246,Maroan Sannadi,ESP,FW,Athletic Club,es  La Liga,24-038,2001.0,2.4,1,7,4,57.1,2.9,1.66,0.14,0.25,13.6,0,0,0,1.9,1.9,0.27,-0.9,-0.9
2247,Kaishu Sano,JPN,MF,Mainz 05,de  Bundesliga,24-071,2000.0,24.8,0,15,2,13.3,0.6,0.08,0.0,0.0,20.9,0,0,0,0.6,0.6,0.04,-0.6,-0.6
2248,Nicola Sansone,ITA,"MF,FW",Lecce,it  Serie A,33-182,1991.0,0.7,0,3,1,33.3,4.15,1.38,0.0,0.0,26.0,2,0,0,0.2,0.2,0.07,-0.2,-0.2
2249,Baptiste Santamaria,FRA,MF,Nice,fr  Ligue 1,30-002,1995.0,6.7,0,13,3,23.1,1.95,0.45,0.0,0.0,21.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7
2250,Baptiste Santamaria,FRA,MF,Rennes,fr  Ligue 1,30-002,1995.0,5.4,0,4,1,25.0,0.75,0.19,0.0,0.0,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2251,Jesús Santiago,ESP,MF,Getafe,es  La Liga,20-290,2004.0,3.5,0,1,0,0.0,0.28,0.0,0.0,,22.9,0,0,0,0.0,0.0,0.02,0.0,0.0
2252,Andrey Santos,BRA,MF,Strasbourg,fr  Ligue 1,20-312,2004.0,22.7,7,30,11,36.7,1.32,0.48,0.23,0.64,17.0,0,0,0,3.6,3.6,0.12,3.4,3.4
2253,Kauã Santos,BRA,GK,Eint Frankfurt,de  Bundesliga,21-334,2003.0,4.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2254,Tiago Santos,POR,DF,Lille,fr  Ligue 1,22-231,2002.0,4.5,0,8,4,50.0,1.78,0.89,0.0,0.0,20.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4
