,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
2061,Beñat Prados,ESP,MF,Athletic Club,es  La Liga,24-031,2001.0,13.1,6,0,0,24,13,0,8,22,17,0,0,0,67,20,15,57.1
2062,Alexander Prass,AUT,DF,Hoffenheim,de  Bundesliga,23-289,2001.0,16.9,1,0,0,17,24,0,53,9,23,1,0,0,89,15,19,44.1
2063,Matteo Prati,ITA,MF,Cagliari,it  Serie A,21-073,2003.0,3.0,1,0,0,5,5,0,5,2,2,0,0,0,11,0,3,0.0
2064,Abdón Prats,ESP,"FW,MF",Mallorca,es  La Liga,32-094,1992.0,2.8,4,0,0,4,8,1,0,1,1,0,0,0,11,13,19,40.6
2065,Grischa Prömel,GER,MF,Hoffenheim,de  Bundesliga,30-061,1995.0,1.9,0,0,0,0,3,0,2,2,0,0,0,0,7,1,3,25.0
2066,Ivan Provedel,ITA,GK,Lazio,it  Serie A,30-359,1994.0,27.0,0,0,0,0,5,0,0,1,0,0,0,0,43,7,1,87.5
2067,Ivan Prtajin,CRO,FW,Union Berlin,de  Bundesliga,28-301,1996.0,1.8,0,0,0,1,1,2,3,0,2,0,0,0,4,10,17,37.0
2068,Javi Puado,ESP,"FW,MF",Espanyol,es  La Liga,26-290,1998.0,22.8,5,0,0,14,20,4,18,4,12,1,0,0,64,7,22,24.1
2069,Tymoteusz Puchacz,POL,DF,Holstein Kiel,de  Bundesliga,26-047,1999.0,4.4,0,0,0,2,7,1,37,3,4,0,0,0,32,4,4,50.0
2070,Diego Pugno,ITA,FW,Juventus,it  Serie A,18-247,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0
2071,Christian Pulisic,USA,"FW,MF",Milan,it  Serie A,26-174,1998.0,18.2,0,0,0,11,22,2,94,3,17,1,0,0,73,7,31,18.4
2072,Jarell Quansah,ENG,DF,Liverpool,eng  Premier League,22-041,2003.0,3.2,1,0,0,5,1,0,2,5,7,0,0,0,8,5,7,41.7
2073,Leopold Querfeld,AUT,DF,Union Berlin,de  Bundesliga,21-081,2003.0,10.4,5,0,0,11,8,0,0,9,5,0,0,0,38,36,28,56.3
2074,Dani Raba,ESP,"FW,MF",Leganés,es  La Liga,29-133,1995.0,12.6,3,0,0,21,41,6,58,12,16,1,0,0,71,4,9,30.8
2075,Adrien Rabiot,FRA,MF,Marseille,fr  Ligue 1,29-342,1995.0,18.6,3,0,0,40,21,4,26,17,23,0,1,0,89,25,17,59.5
2076,Ionuț Radu,ROU,GK,Venezia,it  Serie A,27-287,1997.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
2077,Hamza Rafia,TUN,MF,Lecce,it  Serie A,25-343,1999.0,11.8,4,0,0,26,25,0,45,4,27,0,0,0,62,5,13,27.8
2078,Hákon Rafn Valdimarsson,ISL,GK,Brentford,eng  Premier League,23-149,2001.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
2079,Antonio Raillo,ESP,DF,Mallorca,es  La Liga,33-154,1991.0,25.6,4,1,0,36,8,2,2,27,14,0,0,0,78,98,59,62.4
2080,Antonio Raimondo,ITA,"FW,DF",Venezia,it  Serie A,20-358,2004.0,1.0,0,0,0,2,1,1,1,0,1,0,0,0,4,1,6,14.3
2081,Ylber Ramadani,ALB,MF,Lecce,it  Serie A,28-333,1996.0,16.3,4,0,0,13,10,0,4,20,23,0,0,0,100,7,19,26.9
2082,Benito Ramírez,ESP,"DF,MF",Las Palmas,es  La Liga,29-243,1995.0,4.3,2,1,0,4,6,0,30,1,5,0,0,0,27,3,9,25.0
2083,Sandro Ramírez,ESP,"FW,MF",Las Palmas,es  La Liga,29-245,1995.0,17.2,5,0,0,21,30,5,88,14,14,1,1,0,64,9,13,40.9
2084,Gonçalo Ramos,POR,FW,Paris S-G,fr  Ligue 1,23-264,2001.0,6.5,0,0,0,6,7,7,0,0,6,0,0,0,11,14,8,63.6
2085,Aaron Ramsdale,ENG,GK,Southampton,eng  Premier League,26-301,1998.0,20.0,2,0,0,0,3,0,0,2,0,0,0,0,13,4,0,100.0
2086,Jacob Ramsey,ENG,"FW,MF",Aston Villa,eng  Premier League,23-287,2001.0,13.9,1,0,0,11,21,5,9,7,11,0,0,0,57,6,9,40.0
2087,Luca Ranieri,ITA,DF,Fiorentina,it  Serie A,25-322,1999.0,25.7,3,0,0,15,16,1,6,19,15,0,1,0,69,38,45,45.8
2088,Grant Ranos,ARM,FW,Gladbach,de  Bundesliga,21-234,2003.0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
2089,Lilian Raolisoa,FRA,"DF,FW",Angers,fr  Ligue 1,24-268,2000.0,8.8,0,2,0,11,6,2,46,10,15,0,1,0,46,10,8,55.6
2090,Raphinha,BRA,"FW,MF",Barcelona,es  La Liga,28-087,1996.0,23.6,3,0,0,7,27,7,166,6,20,2,0,0,77,5,5,50.0
2091,Marcus Rashford,ENG,"FW,MF",Manchester Utd,eng  Premier League,27-131,1997.0,10.9,2,0,0,8,7,7,27,4,4,0,0,0,24,5,7,41.7
2092,Marcus Rashford,ENG,FW,Aston Villa,eng  Premier League,27-131,1997.0,2.2,0,0,0,0,2,1,17,0,3,0,0,0,8,1,0,100.0
2093,Giacomo Raspadori,ITA,"FW,MF",Napoli,it  Serie A,25-021,2000.0,7.3,1,0,0,6,9,1,46,2,4,0,0,0,28,3,7,30.0
2094,Andrei Ratiu,ROU,DF,Rayo Vallecano,es  La Liga,26-264,1998.0,24.2,4,0,0,18,14,4,57,19,30,0,0,0,114,12,25,32.4
2095,Raúl,ESP,"FW,MF",Osasuna,es  La Liga,24-128,2000.0,6.6,0,0,0,8,9,6,5,0,4,0,0,0,9,16,12,57.1
2096,David Raum,GER,DF,RB Leipzig,de  Bundesliga,26-323,1998.0,14.9,2,0,0,18,8,5,137,8,18,0,0,0,74,10,15,40.0
2097,Federico Ravaglia,ITA,GK,Bologna,it  Serie A,25-120,1999.0,8.0,0,0,0,0,2,0,0,0,0,0,0,0,10,3,0,100.0
2098,Rayan Raveloson,MAD,"MF,DF",Auxerre,fr  Ligue 1,28-054,1997.0,8.0,3,0,0,9,12,0,8,5,5,0,0,0,44,8,9,47.1
2099,David Raya,ESP,GK,Arsenal,eng  Premier League,29-177,1995.0,28.0,2,0,0,1,7,0,0,2,0,0,1,0,26,8,0,100.0
2100,Abderrahman Rebbach,ALG,"FW,MF",Alavés,es  La Liga,26-212,1998.0,4.3,1,0,0,5,6,2,17,0,2,0,0,0,16,1,11,8.3
2101,Ante Rebić,CRO,"FW,MF",Lecce,it  Serie A,31-171,1993.0,6.6,3,1,0,15,10,5,29,1,7,0,0,0,27,19,21,47.5
2102,Harrison Reed,ENG,MF,Fulham,eng  Premier League,30-043,1995.0,0.9,2,0,0,6,2,0,5,1,2,0,1,0,9,1,2,33.3
2103,Remy Rees-Dottin,ENG,FW,Bournemouth,eng  Premier League,19-005,2006.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2104,Sergio Reguilón,ESP,DF,Tottenham,eng  Premier League,28-085,1996.0,1.4,2,0,0,2,5,0,10,2,3,0,0,0,9,5,2,71.4
2105,Bobby Reid,JAM,"FW,MF",Leicester City,eng  Premier League,32-037,1993.0,7.1,2,0,0,8,9,3,15,0,3,1,0,0,24,5,13,27.8
2106,Tijjani Reijnders,NED,MF,Milan,it  Serie A,26-225,1998.0,24.8,2,1,0,18,15,0,42,27,11,1,0,0,85,5,13,27.8
2107,Pepe Reina,ESP,GK,Como,it  Serie A,42-192,1982.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,100.0
2108,Rocco Reitz,GER,MF,Gladbach,de  Bundesliga,22-286,2002.0,13.9,1,0,0,13,32,0,14,39,15,0,0,0,71,12,13,48.0
2109,Nicolai Remberg,GER,MF,Holstein Kiel,de  Bundesliga,24-265,2000.0,19.2,7,0,0,33,32,2,8,17,20,0,0,2,64,71,36,66.4
2110,Álex Remiro,ESP,GK,Real Sociedad,es  La Liga,29-352,1995.0,26.0,0,0,0,0,3,0,0,0,0,0,0,0,42,4,0,100.0
2111,Devyne Rensch,NED,DF,Roma,it  Serie A,22-052,2003.0,2.9,0,0,0,1,5,0,4,5,8,0,0,0,5,6,4,60.0
2112,Guillaume Restes,FRA,GK,Toulouse,fr  Ligue 1,20-000,2005.0,20.3,0,0,0,1,2,0,0,1,1,0,1,0,38,0,0,
2113,Mateo Retegui,ITA,FW,Atalanta,it  Serie A,25-316,1999.0,17.7,2,0,0,17,24,3,11,2,6,2,0,0,48,33,43,43.4
2114,Elvis Rexhbeçaj,KVX,MF,Augsburg,de  Bundesliga,27-130,1997.0,16.1,8,0,0,9,34,1,63,15,18,0,0,0,71,6,15,28.6
2115,Gio Reyna,USA,MF,Dortmund,de  Bundesliga,22-118,2002.0,3.6,3,0,0,8,2,0,13,0,0,0,0,0,15,7,6,53.8
2116,Chadi Riad,MAR,DF,Crystal Palace,eng  Premier League,21-267,2003.0,1.0,0,0,0,1,0,0,0,2,2,0,0,0,4,2,4,33.3
2117,Alexsandro Ribeiro,BRA,DF,Lille,fr  Ligue 1,25-214,1999.0,22.0,8,0,0,23,22,2,5,24,16,0,1,0,121,45,14,76.3
2118,Samuele Ricci,ITA,MF,Torino,it  Serie A,23-202,2001.0,25.3,7,0,0,29,56,0,23,22,16,0,0,0,108,12,14,46.2
2119,Declan Rice,ENG,MF,Arsenal,eng  Premier League,26-056,1999.0,23.0,5,1,1,16,14,1,134,20,17,0,0,0,111,26,20,56.5
2120,Chris Richards,USA,DF,Crystal Palace,eng  Premier League,24-348,2000.0,14.9,2,0,0,8,3,1,1,9,25,0,0,0,42,30,31,49.2
2121,Amir Richardson,MAR,MF,Fiorentina,it  Serie A,23-046,2002.0,8.0,5,0,0,24,11,0,2,4,10,0,0,0,30,15,15,50.0
2122,Richarlison,BRA,FW,Tottenham,eng  Premier League,27-305,1997.0,3.1,1,0,0,4,7,1,7,0,3,0,0,0,8,7,14,33.3
2123,Diego Rico,ESP,DF,Getafe,es  La Liga,32-016,1993.0,24.0,6,0,0,28,45,2,117,28,41,1,0,0,98,22,15,59.5
2124,Fabian Rieder,SUI,"MF,FW",Stuttgart,de  Bundesliga,23-023,2002.0,7.5,0,0,0,8,8,0,34,6,12,1,0,0,35,3,9,25.0
2125,Luis Rioja,ESP,FW,Alavés,es  La Liga,31-146,1993.0,0.3,0,0,0,1,1,0,6,0,1,0,0,0,1,0,0,
2126,Luis Rioja,ESP,"MF,FW",Valencia,es  La Liga,31-146,1993.0,23.9,4,0,0,13,29,9,164,21,16,0,0,0,85,10,20,33.3
2127,Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,es  La Liga,24-343,2000.0,4.6,0,0,0,4,6,4,21,1,3,0,0,0,14,3,3,50.0
2128,Alberto Risco,ESP,"MF,FW",Getafe,es  La Liga,19-193,2005.0,0.8,0,0,0,1,2,0,4,0,4,0,0,0,5,1,3,25.0
2129,Mihailo Ristić,SRB,"MF,DF",Celta Vigo,es  La Liga,29-131,1995.0,2.2,1,0,0,6,2,0,4,1,3,0,0,0,11,0,4,0.0
2130,Lars Ritzka,GER,"DF,MF",St. Pauli,de  Bundesliga,26-308,1998.0,7.7,1,0,0,8,3,1,15,8,26,0,0,0,29,4,14,22.2
2131,Gorka Rivera Alonso,ESP,"DF,MF",Getafe,es  La Liga,20-222,2004.0,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0
2132,Sergi Roberto,ESP,MF,Como,it  Serie A,33-032,1992.0,6.9,3,0,0,7,11,0,5,9,7,0,2,0,46,7,8,46.7
2133,Andrew Robertson,SCO,DF,Liverpool,eng  Premier League,31-000,1994.0,22.4,3,1,0,10,6,1,123,19,21,0,1,0,87,4,11,26.7
2134,Antonee Robinson,USA,DF,Fulham,eng  Premier League,27-215,1997.0,27.2,7,0,0,26,17,4,135,47,45,0,0,0,116,37,21,63.8
2135,Marc Roca,ESP,MF,Betis,es  La Liga,28-105,1996.0,10.1,4,0,0,16,5,0,10,14,14,0,0,0,51,5,13,27.8
2136,Rodri,ESP,MF,Manchester City,eng  Premier League,28-262,1996.0,0.7,0,0,0,1,2,0,0,1,1,0,0,0,7,1,0,100.0
2137,Rodri,ESP,FW,Betis,es  La Liga,24-299,2000.0,1.3,0,0,0,2,2,1,6,1,1,0,0,0,10,0,2,0.0
2138,Adrian Rodriguez,ESP,GK,Alavés,es  La Liga,24-089,2000.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2139,Álvaro Rodríguez,URU,FW,Getafe,es  La Liga,20-240,2004.0,6.8,4,0,0,23,17,5,3,3,5,0,0,0,25,67,58,53.6
2140,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Leganés,es  La Liga,26-256,1998.0,11.0,4,1,0,12,21,1,35,13,13,1,0,0,47,11,17,39.3
2141,Damián Rodríguez,ESP,MF,Celta Vigo,es  La Liga,21-359,2003.0,7.9,3,0,0,12,7,0,23,6,7,0,0,0,34,0,4,0.0
2142,Dani Rodríguez,ESP,"MF,FW",Mallorca,es  La Liga,36-278,1988.0,17.7,2,0,0,41,29,7,99,10,23,0,0,0,53,19,25,43.2
2143,Guido Rodríguez,ARG,MF,West Ham,eng  Premier League,30-333,1994.0,11.3,5,0,0,15,11,1,4,12,16,0,0,0,46,8,7,53.3
2144,James Rodríguez,COL,"MF,FW",Rayo Vallecano,es  La Liga,33-242,1991.0,1.6,1,0,0,2,1,3,13,1,2,0,0,0,8,2,3,40.0
2145,Javi Rodríguez,ESP,DF,Celta Vigo,es  La Liga,21-258,2003.0,18.6,5,0,0,21,15,0,2,26,30,0,0,0,52,31,22,58.5
2146,Jesus Rodríguez,ESP,FW,Betis,es  La Liga,19-110,2005.0,7.5,0,0,0,9,26,0,13,5,10,1,0,0,39,3,5,37.5
2147,Kirian Rodríguez,ESP,MF,Las Palmas,es  La Liga,29-006,1996.0,19.5,2,0,0,9,18,0,18,10,17,0,0,0,100,13,17,43.3
2148,Ricardo Rodríguez,SUI,DF,Betis,es  La Liga,32-198,1992.0,9.7,0,0,0,8,4,0,14,6,12,0,0,0,40,17,13,56.7
2149,Rodrygo,BRA,"FW,MF",Real Madrid,es  La Liga,24-061,2001.0,18.3,0,0,0,6,31,1,67,8,10,1,0,0,53,6,11,35.3
2150,Mads Roerslev,DEN,DF,Brentford,eng  Premier League,25-260,1999.0,12.2,2,0,0,6,10,0,31,4,8,0,0,0,39,10,14,41.7
2151,Mads Roerslev,DEN,DF,Wolfsburg,de  Bundesliga,25-260,1999.0,2.8,0,0,0,1,3,0,7,4,9,0,0,0,8,1,7,12.5
2152,Morgan Rogers,ENG,"MF,FW",Aston Villa,eng  Premier League,22-228,2002.0,26.0,8,0,0,41,40,2,17,4,12,1,0,0,86,8,39,17.0
2153,Merlin Röhl,GER,"MF,FW",Freiburg,de  Bundesliga,22-249,2002.0,10.1,2,0,0,20,18,0,10,5,10,0,0,0,43,13,33,28.3
2154,Alessio Romagnoli,ITA,DF,Lazio,it  Serie A,30-058,1995.0,20.7,1,1,0,18,8,2,0,21,18,0,0,0,66,59,27,68.6
2155,Leo Román,ESP,GK,Mallorca,es  La Liga,24-248,2000.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2156,Carlos Romero,ESP,"DF,MF",Espanyol,es  La Liga,23-133,2001.0,16.5,5,0,0,18,7,1,53,14,27,0,2,0,75,8,15,34.8
2157,Cristian Romero,ARG,DF,Tottenham,eng  Premier League,26-318,1998.0,11.5,1,0,0,9,10,1,3,13,23,0,0,0,65,31,24,56.4
2158,Isaac Romero,ESP,FW,Sevilla,es  La Liga,24-297,2000.0,20.0,8,0,0,29,27,11,15,5,4,1,1,0,49,26,44,37.1
2159,Luka Romero,ARG,"FW,MF",Alavés,es  La Liga,20-113,2004.0,2.2,0,0,0,3,3,1,10,1,4,1,0,0,9,2,4,33.3
2160,Oriol Romeu,ESP,MF,Girona,es  La Liga,33-168,1991.0,11.8,5,0,0,25,13,0,6,10,21,0,1,0,61,10,12,45.5
2161,Valentin Rongier,FRA,"MF,DF",Marseille,fr  Ligue 1,30-094,1994.0,10.5,4,0,0,24,9,0,2,22,18,0,1,0,58,8,7,53.3
2162,Marten de Roon,NED,"MF,DF",Atalanta,it  Serie A,33-347,1991.0,25.0,5,0,0,38,16,1,24,32,34,0,0,0,111,35,24,59.3
2163,Vitor Roque,BRA,FW,Betis,es  La Liga,20-011,2005.0,13.7,4,0,0,30,30,5,6,7,6,2,0,0,35,15,29,34.1
2164,Pablo Rosario,NED,"MF,DF",Nice,fr  Ligue 1,28-063,1997.0,14.3,2,1,0,19,7,0,2,24,10,0,0,0,37,18,11,62.1
2165,Lasse Rosenboom,GER,DF,Holstein Kiel,de  Bundesliga,23-051,2002.0,12.0,0,0,0,11,10,0,10,13,19,0,0,0,43,17,29,37.0
2166,Max Rosenfelder,GER,DF,Freiburg,de  Bundesliga,22-029,2003.0,9.4,1,0,0,8,12,1,3,5,14,0,2,0,37,9,15,37.5
2167,Valentin Rosier,FRA,DF,Leganés,es  La Liga,28-204,1996.0,21.1,6,0,0,32,15,7,26,35,39,0,0,0,93,23,12,65.7
2168,Tom Rothe,GER,"DF,MF",Union Berlin,de  Bundesliga,20-133,2004.0,13.6,4,1,0,19,11,1,40,11,20,1,0,0,64,29,35,45.3
2169,Anthony Rouault,FRA,DF,Rennes,fr  Ligue 1,23-286,2001.0,1.8,1,0,0,1,0,0,0,3,0,0,0,0,8,6,0,100.0
2170,Anthony Rouault,FRA,DF,Stuttgart,de  Bundesliga,23-286,2001.0,13.5,1,0,0,18,8,0,1,19,11,0,0,0,63,33,21,61.1
2171,Jonas Rouhi,SWE,DF,Juventus,it  Serie A,21-063,2004.0,2.3,0,0,0,4,2,0,3,3,1,0,0,0,15,0,4,0.0
2172,Jérôme Roussillon,FRA,"DF,MF",Union Berlin,de  Bundesliga,32-064,1993.0,1.2,0,0,0,1,2,0,10,2,0,0,0,0,1,2,2,50.0
2173,Nicolò Rovella,ITA,MF,Lazio,it  Serie A,23-097,2001.0,21.3,10,0,0,33,18,1,27,35,36,0,0,0,109,7,15,31.8
2174,Jon Rowe,ENG,"FW,MF",Marseille,fr  Ligue 1,21-315,2003.0,5.8,2,0,0,9,16,4,20,1,8,0,0,0,14,5,11,31.3
2175,Amir Rrahmani,KVX,DF,Napoli,it  Serie A,31-015,1994.0,28.0,2,0,0,34,7,0,1,16,24,0,0,1,101,89,44,66.9
2176,Tommaso Rubino,ITA,MF,Fiorentina,it  Serie A,18-121,2006.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
2177,Antonio Rüdiger,GER,DF,Real Madrid,es  La Liga,32-008,1993.0,21.1,3,0,0,13,14,2,3,8,9,2,1,0,86,28,19,59.6
2178,Matteo Ruggeri,ITA,DF,Atalanta,it  Serie A,22-243,2002.0,16.4,2,0,0,11,5,2,68,15,19,0,0,0,107,19,10,65.5
2179,Aitor Ruibal,ESP,"FW,DF",Betis,es  La Liga,28-354,1996.0,7.5,3,0,0,4,9,2,18,9,8,0,0,0,35,4,11,26.7
2180,Abel Ruiz,ESP,FW,Girona,es  La Liga,25-042,2000.0,12.2,3,0,0,6,10,5,3,4,1,0,0,0,19,7,18,28.0
2181,Ferrán Ruiz,ESP,MF,Girona,es  La Liga,21-319,2003.0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0
2182,Fabián Ruiz Peña,ESP,MF,Paris S-G,fr  Ligue 1,28-342,1996.0,15.8,0,0,0,2,7,3,19,13,16,0,0,0,101,4,7,36.4
2183,Gerónimo Rulli,ARG,GK,Marseille,fr  Ligue 1,32-295,1992.0,25.0,1,0,0,1,6,0,0,0,2,0,1,0,26,6,1,85.7
2184,Georginio Rutter,FRA,"MF,FW",Brighton,eng  Premier League,22-325,2002.0,17.6,2,0,0,33,43,7,9,9,14,0,1,0,62,25,44,36.2
2185,Mathew Ryan,AUS,GK,Lens,fr  Ligue 1,32-337,1992.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,100.0
2186,Julian Ryerson,NOR,DF,Dortmund,de  Bundesliga,27-114,1997.0,17.2,5,1,1,24,18,0,70,17,19,0,0,0,84,8,17,32.0
2187,Frederik Rønnow,DEN,GK,Union Berlin,de  Bundesliga,32-219,1992.0,20.0,2,0,0,0,1,0,0,0,0,0,0,0,24,9,0,100.0
2188,José Sá,POR,GK,Wolves,eng  Premier League,32-053,1993.0,21.0,1,0,0,3,6,0,0,0,2,0,3,0,27,7,0,100.0
2189,Elias Saad,TUN,"FW,MF",St. Pauli,de  Bundesliga,25-074,1999.0,6.8,1,0,0,12,23,3,10,1,12,0,0,0,26,6,14,30.0
2190,Youssouf Sabaly,SEN,DF,Betis,es  La Liga,32-006,1993.0,14.1,1,0,0,14,9,1,26,11,23,0,0,0,60,8,10,44.4
2191,Emmanuel Sabbi,USA,"FW,MF",Le Havre,fr  Ligue 1,27-077,1997.0,7.3,1,0,0,11,16,2,15,3,7,0,0,0,26,9,13,40.9
2192,Stefano Sabelli,ITA,DF,Genoa,it  Serie A,32-057,1993.0,16.4,2,0,0,22,16,0,48,14,28,0,0,0,66,11,20,35.5
2193,Marcel Sabitzer,AUT,"MF,FW",Dortmund,de  Bundesliga,30-359,1994.0,16.0,2,0,0,8,8,0,21,10,16,0,0,0,47,16,13,55.2
2194,Falaye Sacko,MLI,DF,Montpellier,fr  Ligue 1,29-314,1995.0,10.6,1,0,0,13,6,1,9,11,8,0,2,0,44,6,14,30.0
2195,Umar Sadiq,NGA,FW,Valencia,es  La Liga,28-037,1997.0,4.1,2,0,0,15,7,4,0,0,2,0,0,0,7,9,9,50.0
2196,Umar Sadiq,NGA,FW,Real Sociedad,es  La Liga,28-037,1997.0,2.5,1,0,0,8,1,5,2,1,1,0,0,0,5,9,11,45.0
2197,Alexis Saelemaekers,BEL,"DF,FW",Roma,it  Serie A,25-257,1999.0,9.8,3,0,0,11,15,0,39,6,13,1,0,0,48,2,1,66.7
2198,Alexis Saelemaekers,BEL,"DF,FW",Milan,it  Serie A,25-257,1999.0,1.0,0,0,0,0,2,0,10,1,1,0,0,0,4,0,0,
2199,Jorge Sáenz,ESP,DF,Leganés,es  La Liga,28-114,1996.0,10.9,3,1,0,19,8,0,0,18,15,0,1,0,36,27,20,57.4
2200,Matvei Safonov,RUS,GK,Paris S-G,fr  Ligue 1,26-014,1999.0,6.8,0,0,0,0,1,0,0,1,0,0,0,0,13,0,0,
2201,Modibo Sagnan,MLI,DF,Montpellier,fr  Ligue 1,25-331,1999.0,19.8,9,0,0,30,11,1,1,26,27,0,1,0,80,33,36,47.8
2202,Richie Sagrado,BEL,DF,Venezia,it  Serie A,21-040,2004.0,1.6,1,0,0,2,2,0,0,3,2,0,0,0,6,2,0,100.0
2203,Osame Sahraoui,MAR,"FW,MF",Lille,fr  Ligue 1,23-273,2001.0,11.7,1,0,0,6,9,1,10,6,7,0,0,0,45,0,7,0.0
2204,Wesley Saïd,FRA,"FW,MF",Lens,fr  Ligue 1,29-326,1995.0,7.0,3,0,0,18,4,5,6,0,6,0,0,0,11,9,11,45.0
2205,Théo Sainte-Luce,FRA,DF,Montpellier,fr  Ligue 1,26-142,1998.0,7.2,3,0,0,5,7,2,13,4,8,0,0,0,25,13,13,50.0
2206,Bukayo Saka,ENG,"FW,MF",Arsenal,eng  Premier League,23-187,2001.0,14.1,3,0,0,13,32,3,99,2,13,1,0,0,56,8,16,33.3
2207,Faik Sakar,GER,MF,RB Leipzig,de  Bundesliga,17-056,2008.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2208,Marco Sala,ITA,DF,Como,it  Serie A,25-280,1999.0,2.9,3,0,0,5,1,0,9,1,6,0,0,0,11,1,2,33.3
2209,Marco Sala,ITA,DF,Lecce,it  Serie A,25-280,1999.0,0.3,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0.0
2210,Ibrahim Salah,MAR,FW,Brest,fr  Ligue 1,23-193,2001.0,4.0,0,0,0,6,3,2,15,2,2,0,0,0,20,1,3,25.0
2211,Mohamed Salah,EGY,FW,Liverpool,eng  Premier League,32-269,1992.0,28.5,1,0,0,20,33,11,52,4,11,0,0,0,81,7,6,53.8
2212,Anass Salah-Eddine,NED,DF,Roma,it  Serie A,23-052,2002.0,1.7,0,0,0,2,1,0,6,1,1,0,0,0,6,0,1,0.0
2213,Amine Salama,FRA,FW,Reims,fr  Ligue 1,24-236,2000.0,4.1,0,0,0,2,1,5,4,1,2,0,0,0,11,2,3,40.0
2214,Jan Salas,ESP,MF,Mallorca,es  La Liga,19-213,2005.0,0.2,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,100.0
2215,Kike Salas,ESP,DF,Sevilla,es  La Liga,22-322,2002.0,15.4,3,0,0,11,9,0,5,22,18,0,0,0,60,48,18,72.7
2216,Manolis Saliakas,GRE,"MF,DF",St. Pauli,de  Bundesliga,28-180,1996.0,17.1,3,0,0,10,12,0,59,14,15,1,0,0,61,11,7,61.1
2217,William Saliba,FRA,DF,Arsenal,eng  Premier League,23-352,2001.0,25.3,2,1,0,25,13,1,3,19,29,0,1,0,114,45,28,61.6
2218,Mohammed Salisu,GHA,DF,Monaco,fr  Ligue 1,25-328,1999.0,11.3,2,0,0,9,3,1,0,16,18,0,0,0,54,35,18,66.0
2219,Roland Sallai,HUN,"FW,MF",Freiburg,de  Bundesliga,27-293,1997.0,0.5,0,0,0,0,1,0,4,1,1,0,0,0,0,0,1,0.0
2220,Yoann Salmier,GUF,DF,Le Havre,fr  Ligue 1,32-110,1992.0,8.9,3,0,0,8,3,0,1,10,7,0,1,0,22,20,11,64.5
2221,Lazar Samardzic,SRB,"MF,FW",Atalanta,it  Serie A,23-015,2002.0,10.8,2,0,0,15,8,1,56,2,12,0,0,0,43,3,17,15.0
2222,Diadie Samassékou,MLI,MF,Hoffenheim,de  Bundesliga,29-059,1996.0,3.2,0,0,0,5,4,0,0,5,5,0,0,0,18,3,6,33.3
2223,Mama Samba Baldé,GNB,FW,Lyon,fr  Ligue 1,29-125,1995.0,0.4,0,0,0,1,1,0,0,1,2,0,0,0,1,1,0,100.0
2224,Mama Samba Baldé,GNB,FW,Brest,fr  Ligue 1,29-125,1995.0,11.0,2,0,0,13,21,12,9,5,5,0,0,0,32,28,42,40.0
2225,Brice Samba,FRA,GK,Rennes,fr  Ligue 1,30-320,1994.0,8.0,3,0,0,0,1,0,0,0,0,0,0,0,12,2,0,100.0
2226,Brice Samba,FRA,GK,Lens,fr  Ligue 1,30-320,1994.0,15.0,1,0,0,0,2,0,0,1,0,0,0,0,22,0,0,
2227,Albert Sambi Lokonga,BEL,MF,Sevilla,es  La Liga,25-140,1999.0,12.6,4,0,0,17,15,0,2,7,13,0,0,0,60,24,10,70.6
2228,Junior Sambia,FRA,"DF,FW",Empoli,it  Serie A,28-185,1996.0,1.9,0,0,0,2,1,0,12,1,7,0,0,0,10,3,2,60.0
2229,Chuky san jose,ESP,"MF,FW",Valladolid,es  La Liga,20-316,2004.0,3.5,1,0,0,0,6,3,11,0,2,0,0,0,8,0,8,0.0
2230,Antonio Sanabria,PAR,FW,Torino,it  Serie A,29-007,1996.0,12.5,1,0,0,13,13,1,0,1,2,1,0,0,22,18,47,27.7
2231,Oihan Sancet,ESP,MF,Athletic Club,es  La Liga,24-320,2000.0,15.0,2,0,0,12,18,3,17,5,6,0,0,0,59,9,9,50.0
