,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
931,Rubén García,ESP,"FW,MF",Osasuna,es  La Liga,31-240,1993.0,18.1,819,728,85,32,0,18,91,8,41,22,5,1,600,6,27
932,Ulisses Garcia,SUI,DF,Marseille,fr  Ligue 1,29-059,1996.0,5.6,327,267,58,7,0,0,19,51,0,0,0,0,270,2,6
933,Alejandro Garnacho,ARG,"FW,MF",Manchester Utd,eng  Premier League,20-253,2004.0,17.5,562,546,15,3,1,8,34,11,1,1,0,0,445,1,33
934,James Garner,ENG,"MF,DF",Everton,eng  Premier League,23-363,2001.0,8.7,367,308,56,7,2,1,31,26,11,6,4,1,251,3,16
935,Yarek Gasiorowski,ESP,DF,Valencia,es  La Liga,20-058,2005.0,10.4,479,446,33,16,1,1,3,16,0,0,0,0,384,0,7
936,Federico Gatti,ITA,DF,Juventus,it  Serie A,26-260,1998.0,23.8,1435,1394,39,25,0,1,1,4,0,0,0,0,1364,2,6
937,Gavi,ESP,MF,Barcelona,es  La Liga,20-218,2004.0,4.9,235,229,6,2,1,1,6,3,0,0,0,0,196,0,4
938,Paulo Gazzaniga,ARG,GK,Girona,es  La Liga,33-068,1992.0,26.5,942,774,163,45,0,1,0,0,0,0,0,0,763,5,1
939,Jean-Philippe Gbamin,CIV,MF,Nantes,fr  Ligue 1,29-167,1995.0,2.4,115,113,2,2,0,2,0,0,0,0,0,0,90,0,2
940,Mory Gbane,CIV,"DF,MF",Reims,fr  Ligue 1,24-076,2000.0,4.5,179,173,6,4,1,3,1,0,0,0,0,0,154,0,0
941,Yann Gboho,FRA,"MF,FW",Toulouse,fr  Ligue 1,24-056,2001.0,18.5,451,442,6,2,4,1,21,0,0,0,0,0,323,3,26
942,David de Gea,ESP,GK,Fiorentina,it  Serie A,34-124,1990.0,25.0,817,557,254,68,0,1,0,0,0,0,0,0,589,6,0
943,Viggo Gebel,GER,MF,RB Leipzig,de  Bundesliga,17-109,2007.0,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
944,Lutsharel Geertruida,NED,DF,RB Leipzig,de  Bundesliga,24-236,2000.0,13.6,893,784,107,19,1,3,8,88,0,0,0,0,776,2,6
945,Dennis Geiger,GER,"MF,FW",Hoffenheim,de  Bundesliga,26-274,1998.0,5.6,243,229,12,8,2,0,3,2,1,1,0,0,210,2,3
946,Valentin Gendrey,FRA,DF,Lecce,it  Serie A,24-263,2000.0,2.0,55,41,14,0,0,0,3,14,0,0,0,0,42,0,0
947,Valentin Gendrey,FRA,DF,Hoffenheim,de  Bundesliga,24-263,2000.0,12.5,559,426,131,6,0,2,41,125,0,0,0,0,393,2,13
948,Denis Genreau,AUS,MF,Toulouse,fr  Ligue 1,25-294,1999.0,2.5,127,111,15,3,0,0,9,4,6,2,3,0,105,1,3
949,Tyrique George,ENG,FW,Chelsea,eng  Premier League,19-035,2006.0,0.8,36,35,1,0,0,0,2,1,0,0,0,0,30,0,1
950,Yannick Gerhardt,GER,"MF,DF",Wolfsburg,de  Bundesliga,30-363,1994.0,11.5,411,384,26,4,0,1,13,19,0,0,0,0,298,1,14
951,Max Geschwill,GER,DF,Holstein Kiel,de  Bundesliga,23-247,2001.0,13.5,648,578,70,15,0,2,10,53,0,0,0,0,484,0,18
952,Daniele Ghilardi,ITA,DF,Hellas Verona,it  Serie A,22-064,2003.0,13.6,512,496,13,10,0,6,3,2,0,0,0,0,416,3,5
953,Lautaro Gianetti,ARG,DF,Udinese,it  Serie A,31-118,1993.0,9.3,372,329,43,18,0,2,0,2,0,0,0,0,306,0,1
954,Dimitris Giannoulis,GRE,DF,Augsburg,de  Bundesliga,29-145,1995.0,20.8,975,780,192,5,2,2,79,178,8,3,1,0,727,3,37
955,Morgan Gibbs-White,ENG,MF,Nott'ham Forest,eng  Premier League,25-043,2000.0,21.4,882,865,10,4,13,8,32,1,1,0,0,0,696,7,18
956,Samuel Gigot,FRA,DF,Lazio,it  Serie A,31-150,1993.0,3.8,166,160,6,5,0,0,0,1,0,0,0,0,147,0,2
957,Armin Gigovic,BIH,MF,Holstein Kiel,de  Bundesliga,22-339,2002.0,15.1,489,468,17,7,3,3,11,0,1,0,1,0,376,4,11
958,Bryan Gil,ESP,"FW,MF",Girona,es  La Liga,24-028,2001.0,19.1,759,731,23,1,0,0,78,8,14,6,6,0,621,5,23
959,Mario Gila,ESP,DF,Lazio,it  Serie A,24-194,2000.0,23.2,1541,1476,63,36,4,14,0,2,0,0,0,0,1420,2,8
960,Billy Gilmour,SCO,MF,Brighton,eng  Premier League,23-273,2001.0,1.1,67,65,2,1,1,2,1,0,1,1,0,0,58,0,0
961,Billy Gilmour,SCO,MF,Napoli,it  Serie A,23-273,2001.0,6.5,449,437,12,7,1,3,6,2,3,0,3,0,395,0,3
962,Benedikt Gimber,GER,DF,Heidenheim,de  Bundesliga,28-020,1997.0,21.7,978,932,42,31,0,5,1,3,0,0,0,0,810,4,10
963,Santiago Giménez,MEX,FW,Milan,it  Serie A,23-327,2001.0,4.9,65,52,13,0,0,0,2,1,1,0,0,0,52,0,1
964,Gvidas Gineitis,LTU,MF,Torino,it  Serie A,20-330,2004.0,9.7,360,318,38,10,2,0,46,3,25,14,9,0,267,4,19
965,Matthias Ginter,GER,DF,Freiburg,de  Bundesliga,31-051,1994.0,20.5,1129,1088,37,33,2,8,9,2,0,0,0,0,936,4,8
966,Jamie Gittens,ENG,"FW,MF",Dortmund,de  Bundesliga,20-215,2004.0,17.7,494,485,7,1,3,3,48,5,1,0,0,0,371,2,21
967,Serge Gnabry,GER,"FW,MF",Bayern Munich,de  Bundesliga,29-240,1995.0,8.5,410,395,14,1,1,0,19,11,1,0,0,0,337,1,12
968,Ben Godfrey,ENG,DF,Ipswich Town,eng  Premier League,27-055,1998.0,1.2,55,47,8,1,0,0,0,7,0,0,0,0,46,0,2
969,Ben Godfrey,ENG,DF,Atalanta,it  Serie A,27-055,1998.0,0.3,10,8,2,1,0,0,0,1,0,0,0,0,8,0,1
970,Martial Godo,ENG,FW,Fulham,eng  Premier League,21-362,2003.0,0.2,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0
971,Saba Goglichidze,GEO,DF,Empoli,it  Serie A,20-259,2004.0,21.6,748,696,50,44,0,4,1,4,0,0,0,0,585,2,12
972,Edoardo Goldaniga,ITA,DF,Como,it  Serie A,31-129,1993.0,19.1,1014,900,110,44,0,10,6,57,0,0,0,0,853,4,9
973,Pierluigi Gollini,ITA,GK,Genoa,it  Serie A,29-358,1995.0,7.0,250,181,69,17,0,0,0,0,0,0,0,0,206,0,0
974,Aleksandr Golovin,RUS,"MF,FW",Monaco,fr  Ligue 1,28-285,1996.0,12.6,668,639,24,11,9,4,23,6,7,2,3,0,516,5,13
975,André Gomes,POR,MF,Lille,fr  Ligue 1,31-224,1993.0,8.7,610,595,15,11,4,8,5,4,0,0,0,0,548,0,9
976,Angel Gomes,ENG,MF,Lille,fr  Ligue 1,24-192,2000.0,8.2,364,352,9,3,2,2,10,0,4,3,0,0,295,3,8
977,João Gomes,BRA,MF,Wolves,eng  Premier League,24-027,2001.0,24.0,1150,1103,45,21,4,5,22,13,1,1,0,0,973,2,16
978,Rodrigo Gomes,POR,"DF,FW",Wolves,eng  Premier League,21-247,2003.0,6.3,216,196,20,1,1,0,18,18,1,0,1,0,141,0,7
979,Toti Gomes,POR,DF,Wolves,eng  Premier League,26-054,1999.0,19.0,1111,1040,70,29,0,1,9,27,0,0,0,0,945,1,11
980,Carlos Gómez,COL,"MF,FW",Rennes,fr  Ligue 1,22-180,2002.0,3.5,110,105,5,0,1,0,18,5,0,0,0,0,81,0,2
981,Dani Gómez,ESP,FW,Valencia,es  La Liga,26-224,1998.0,5.9,83,72,11,0,0,0,0,2,0,0,0,0,62,0,6
982,Diego Gómez,PAR,MF,Brighton,eng  Premier League,21-349,2003.0,2.0,123,120,3,1,3,0,4,1,0,0,0,0,103,0,2
983,Joe Gomez,ENG,DF,Liverpool,eng  Premier League,27-292,1997.0,5.8,425,406,18,12,1,5,2,6,0,0,0,0,377,1,2
984,Moi Gómez,ESP,"MF,FW",Osasuna,es  La Liga,30-261,1994.0,7.4,406,392,13,7,0,5,23,1,2,1,1,0,331,1,11
985,Sergi Gómez,ESP,DF,Espanyol,es  La Liga,32-348,1992.0,7.2,348,336,12,10,0,0,1,0,0,0,0,0,309,0,1
986,Sergio Gómez,ESP,"MF,DF",Real Sociedad,es  La Liga,24-188,2000.0,22.2,1109,925,179,40,1,8,160,42,92,34,43,0,838,5,36
987,Unai Gómez,ESP,"MF,FW",Athletic Club,es  La Liga,21-290,2003.0,8.4,188,174,14,0,2,0,14,1,10,9,0,0,128,0,6
988,Tidiam Gomis,FRA,MF,RB Leipzig,de  Bundesliga,18-215,2006.0,0.0,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0
989,Fabio González,ESP,MF,Las Palmas,es  La Liga,28-027,1997.0,0.6,53,53,0,0,0,1,1,0,0,0,0,0,43,0,3
990,Nicolás González,ESP,MF,Manchester City,eng  Premier League,23-067,2002.0,3.3,271,259,11,11,1,0,0,0,0,0,0,0,255,1,3
991,Nicolás González,ARG,FW,Juventus,it  Serie A,26-339,1998.0,11.3,330,318,11,0,3,1,13,7,0,0,0,0,244,1,13
992,Urko González,ESP,MF,Espanyol,es  La Liga,23-356,2001.0,3.7,95,95,0,0,0,0,0,0,0,0,0,0,75,0,5
993,Urko González,ESP,MF,Real Sociedad,es  La Liga,23-356,2001.0,0.5,17,17,0,0,0,1,1,0,0,0,0,0,10,0,1
994,Anthony Gordon,ENG,FW,Newcastle Utd,eng  Premier League,24-015,2001.0,23.4,850,735,107,21,9,4,116,30,50,33,7,0,612,8,32
995,Leon Goretzka,GER,MF,Bayern Munich,de  Bundesliga,30-033,1995.0,10.9,912,888,22,16,5,4,3,6,0,0,0,0,823,2,10
996,Mathieu Gorgelin,FRA,GK,Le Havre,fr  Ligue 1,34-218,1990.0,8.0,275,192,81,31,0,1,0,0,0,0,0,0,218,2,0
997,Andoni Gorosabel,ESP,DF,Athletic Club,es  La Liga,28-219,1996.0,10.2,581,472,108,7,0,0,25,101,0,0,0,0,497,1,10
998,Robin Gosens,GER,DF,Fiorentina,it  Serie A,30-249,1994.0,21.9,1063,868,192,23,1,3,48,169,0,0,0,0,808,3,24
999,Robin Gosens,GER,DF,Union Berlin,de  Bundesliga,30-249,1994.0,1.0,42,32,9,0,0,0,1,9,0,0,0,0,23,1,0
1000,Mario Götze,GER,"MF,FW",Eint Frankfurt,de  Bundesliga,32-281,1992.0,14.1,681,655,24,9,3,2,26,5,10,8,0,0,534,2,21
1001,Amine Gouiri,ALG,"FW,MF",Marseille,fr  Ligue 1,25-023,2000.0,5.1,185,156,29,2,1,0,24,0,20,7,11,0,156,0,2
1002,Amine Gouiri,ALG,"MF,FW",Rennes,fr  Ligue 1,25-023,2000.0,11.5,354,319,35,9,3,0,12,5,7,5,1,0,277,0,16
1003,Lucas Gourna-Douath,FRA,MF,Roma,it  Serie A,21-218,2003.0,1.5,80,80,0,0,0,0,2,0,0,0,0,0,74,0,0
1004,Jeffrey Gouweleeuw,NED,DF,Augsburg,de  Bundesliga,33-244,1991.0,23.7,1202,1121,78,69,3,2,15,0,0,0,0,0,983,3,6
1005,Kamil Grabara,POL,GK,Wolfsburg,de  Bundesliga,26-062,1999.0,19.7,764,614,144,58,1,1,0,0,0,0,0,0,506,6,0
1006,Jonathan Gradit,FRA,DF,Lens,fr  Ligue 1,32-107,1992.0,16.5,889,864,23,22,1,5,7,1,0,0,0,0,748,2,8
1007,José Gragera,ESP,MF,Espanyol,es  La Liga,24-101,2000.0,6.3,217,206,10,10,0,1,0,0,0,0,0,0,190,1,2
1008,Samuel Grandsir,FRA,"MF,FW",Le Havre,fr  Ligue 1,28-209,1996.0,0.9,32,28,4,1,1,0,5,1,2,2,0,0,20,0,1
1009,Alberto Grassi,ITA,MF,Empoli,it  Serie A,30-004,1995.0,15.9,570,545,22,20,1,1,6,2,0,0,0,0,432,3,9
1010,Ryan Gravenberch,NED,MF,Liverpool,eng  Premier League,22-299,2002.0,27.5,1495,1465,27,14,7,3,5,7,0,0,0,0,1331,3,13
1011,Archie Gray,ENG,DF,Tottenham,eng  Premier League,18-364,2006.0,12.8,901,841,59,28,0,0,5,23,0,0,0,0,809,1,13
1012,Jack Grealish,ENG,"FW,MF",Manchester City,eng  Premier League,29-182,1995.0,6.8,369,353,16,3,0,0,20,4,9,4,0,0,321,0,10
1013,Jacob Greaves,ENG,DF,Ipswich Town,eng  Premier League,24-180,2000.0,18.0,820,770,48,26,0,0,0,3,0,0,0,0,715,2,3
1014,Mason Greenwood,ENG,"FW,MF",Marseille,fr  Ligue 1,23-161,2001.0,23.0,1064,999,60,13,10,17,83,7,34,25,1,0,837,5,16
1015,Michael Gregoritsch,AUT,FW,Freiburg,de  Bundesliga,30-327,1994.0,4.7,106,99,6,0,0,0,1,0,0,0,0,0,69,1,4
1016,Dominik Greif,SVK,GK,Mallorca,es  La Liga,27-339,1997.0,22.0,771,553,212,74,0,2,0,0,0,0,0,0,541,6,0
1017,Antoine Griezmann,FRA,"FW,MF",Atlético Madrid,es  La Liga,33-355,1991.0,21.5,1132,1006,123,22,9,9,119,12,70,22,27,0,826,3,32
1018,Vincenzo Grifo,ITA,"FW,MF",Freiburg,de  Bundesliga,31-338,1993.0,19.2,1141,1000,136,42,9,7,100,10,53,26,24,0,880,5,26
1019,Florian Grillitsch,AUT,MF,Valladolid,es  La Liga,29-216,1995.0,2.7,148,140,8,6,3,2,2,1,0,0,0,0,117,0,1
1020,Florian Grillitsch,AUT,MF,Hoffenheim,de  Bundesliga,29-216,1995.0,6.7,417,388,29,25,3,8,4,2,0,0,0,0,361,0,9
1021,Álex Grimaldo,ESP,DF,Leverkusen,de  Bundesliga,29-172,1995.0,21.6,1551,1333,213,26,4,4,168,100,87,48,25,0,1258,5,48
1022,Pascal Groß,GER,"MF,DF",Dortmund,de  Bundesliga,33-269,1991.0,19.1,1527,1337,185,53,2,12,146,45,82,36,28,3,1243,5,23
1023,Brajan Gruda,GER,"FW,MF",Brighton,eng  Premier League,20-284,2004.0,4.2,148,126,22,5,0,1,15,8,8,2,5,0,108,0,1
1024,Marco Grüll,AUT,"FW,MF",Werder Bremen,de  Bundesliga,26-248,1998.0,11.4,274,253,20,7,2,1,19,7,1,0,1,0,208,1,22
1025,Albert Grønbaek,DEN,"MF,FW",Southampton,eng  Premier League,23-292,2001.0,1.5,17,17,0,0,0,0,0,0,0,0,0,0,13,0,1
1026,Albert Grønbaek,DEN,"MF,FW",Rennes,fr  Ligue 1,23-292,2001.0,9.0,247,213,31,7,1,1,28,5,19,16,3,0,155,3,15
1027,Vicente Guaita,ESP,GK,Celta Vigo,es  La Liga,38-060,1987.0,23.0,662,475,185,36,0,0,0,0,0,0,0,0,541,2,0
1028,Sergi Guardiola,ESP,FW,Rayo Vallecano,es  La Liga,33-286,1991.0,2.9,64,62,2,0,0,0,4,0,0,0,0,0,43,0,4
1029,Nemanja Gudelj,SRB,"DF,MF",Sevilla,es  La Liga,33-115,1991.0,20.8,1102,1005,93,53,1,7,29,0,23,15,3,0,951,4,5
1030,Gabriel Gudmundsson,SWE,DF,Lille,fr  Ligue 1,25-316,1999.0,16.6,874,726,148,13,1,6,52,129,4,0,2,0,720,0,21
1031,Gonçalo Guedes,POR,"MF,FW",Wolves,eng  Premier League,28-102,1996.0,8.3,247,222,23,0,0,4,16,7,1,1,0,0,180,2,5
1032,Axel Gueguin,FRA,FW,Montpellier,fr  Ligue 1,19-352,2005.0,0.3,6,5,1,0,0,0,1,0,1,0,1,0,5,0,1
1033,Marc Guéhi,ENG,DF,Crystal Palace,eng  Premier League,24-241,2000.0,27.0,1388,1307,76,66,5,11,11,3,0,0,0,0,1148,5,7
1034,Mattéo Guendouzi,FRA,MF,Lazio,it  Serie A,25-331,1999.0,27.5,1621,1534,81,49,6,21,17,23,7,0,0,0,1456,6,15
1035,Javier Guerra,ESP,MF,Valencia,es  La Liga,22-069,2003.0,19.4,836,789,37,16,3,7,37,3,13,7,1,0,644,10,23
1036,Raphaël Guerreiro,POR,"DF,MF",Bayern Munich,de  Bundesliga,31-079,1993.0,13.8,1078,976,97,14,6,1,24,76,5,3,1,0,953,5,22
1037,Evann Guessand,CIV,"FW,MF",Nice,fr  Ligue 1,23-253,2001.0,23.7,474,450,21,3,8,1,30,0,0,0,0,0,356,3,22
1038,Ander Guevara,ESP,MF,Alavés,es  La Liga,27-247,1997.0,15.8,733,696,29,19,0,5,3,2,0,0,0,0,566,8,11
1039,Pape Gueye,SEN,"MF,FW",Villarreal,es  La Liga,26-046,1999.0,18.6,834,791,35,27,6,11,15,1,2,1,0,0,662,8,17
1040,Morgan Guilavogui,GUI,"FW,MF",St. Pauli,de  Bundesliga,27-001,1998.0,14.5,416,409,2,0,1,3,10,2,0,0,0,0,276,5,18
1041,Frederic Guilbert,FRA,DF,Lecce,it  Serie A,30-077,1994.0,20.6,996,758,233,32,4,2,37,199,1,0,0,0,769,5,23
1042,Luis Guilherme,BRA,"MF,FW",West Ham,eng  Premier League,19-030,2006.0,0.6,27,25,2,0,0,0,5,0,2,0,2,0,22,0,1
1043,Hugo Guillamón,ESP,MF,Valencia,es  La Liga,25-039,2000.0,4.0,188,178,9,9,0,3,1,0,0,0,0,0,154,1,1
1044,Bruno Guimarães,BRA,MF,Newcastle Utd,eng  Premier League,27-115,1997.0,26.9,1328,1255,68,63,21,9,16,2,2,1,0,0,1098,5,35
1045,Carlos Guirao,ESP,MF,Betis,es  La Liga,21-318,2003.0,1.2,46,43,3,2,0,0,0,1,0,0,0,0,36,0,4
1046,Bahereba Guirassy,FRA,"FW,MF",Nantes,fr  Ligue 1,18-194,2006.0,3.5,108,106,1,0,1,0,6,1,0,0,0,0,77,1,9
1047,Serhou Guirassy,GUI,FW,Dortmund,de  Bundesliga,28-364,1996.0,21.7,428,388,39,0,7,2,0,0,0,0,0,0,316,1,6
1048,Marc Guiu,ESP,FW,Chelsea,eng  Premier League,19-066,2006.0,0.8,16,14,2,0,0,0,0,0,0,0,0,0,11,0,0
1049,Péter Gulácsi,HUN,GK,RB Leipzig,de  Bundesliga,34-309,1990.0,23.5,710,527,181,30,0,0,0,0,0,0,0,0,593,2,0
1050,Arda Güler,TUR,"MF,FW",Real Madrid,es  La Liga,20-014,2005.0,7.1,400,373,26,10,3,6,17,6,10,6,2,0,346,1,9
1051,Gerard Gumbau,ESP,MF,Rayo Vallecano,es  La Liga,30-083,1994.0,6.8,300,265,35,15,0,3,33,1,19,11,7,0,221,0,9
1052,Robert Gumny,POL,DF,Augsburg,de  Bundesliga,26-280,1998.0,1.6,75,51,24,1,0,0,2,23,0,0,0,0,56,0,4
1053,İlkay Gündoğan,GER,MF,Manchester City,eng  Premier League,34-138,1990.0,16.1,1167,1091,73,22,7,3,45,2,36,24,3,0,1043,3,16
1054,Christian Günter,GER,DF,Freiburg,de  Bundesliga,32-011,1993.0,22.8,998,768,228,24,2,1,100,173,31,19,6,0,743,2,29
1055,Jon Guridi,ESP,"MF,FW",Alavés,es  La Liga,30-011,1995.0,15.9,523,492,27,7,1,0,13,4,5,1,3,0,404,4,10
1056,Gorka Guruzeta,ESP,FW,Athletic Club,es  La Liga,28-180,1996.0,14.4,283,261,22,0,0,1,2,2,0,0,0,0,214,0,7
1057,Malo Gusto,FRA,DF,Chelsea,eng  Premier League,21-296,2003.0,17.2,1154,1010,143,34,1,3,39,109,0,0,0,0,999,1,24
1058,Miguel Gutiérrez,ESP,"DF,MF",Girona,es  La Liga,23-227,2001.0,22.5,1240,1038,193,28,3,11,123,146,19,2,16,0,1033,9,35
1059,Albert Guðmundsson,ISL,"MF,FW",Fiorentina,it  Serie A,27-269,1997.0,8.6,284,253,31,7,0,1,18,4,6,6,0,0,228,0,11
1060,Joško Gvardiol,CRO,DF,Manchester City,eng  Premier League,23-047,2002.0,26.4,1954,1794,154,27,2,6,19,127,0,0,0,0,1760,6,25
1061,Emmanuel Gyasi,GHA,"DF,FW",Empoli,it  Serie A,31-059,1994.0,27.1,826,603,219,1,2,2,23,218,0,0,0,0,646,4,24
1062,Christian Gytkjær,DEN,FW,Venezia,it  Serie A,34-309,1990.0,3.6,77,69,8,0,0,0,0,0,0,0,0,0,44,0,6
1063,Erling Haaland,NOR,FW,Manchester City,eng  Premier League,24-233,2000.0,26.6,326,318,7,0,1,0,3,1,0,0,0,0,213,1,8
1064,Nicolas Haas,SUI,MF,Empoli,it  Serie A,29-047,1996.0,3.2,121,119,1,0,0,0,0,1,0,0,0,0,99,1,1
1065,Janik Haberer,GER,"MF,DF",Union Berlin,de  Bundesliga,30-343,1994.0,10.9,477,431,44,2,1,1,10,37,0,0,0,0,355,2,14
1066,Robin Hack,GER,FW,Gladbach,de  Bundesliga,26-196,1998.0,16.8,622,585,36,9,10,6,35,14,13,11,0,0,486,1,20
1067,Saad El Haddad,MAR,MF,Venezia,it  Serie A,19-230,2005.0,0.3,14,13,1,0,0,0,0,1,0,0,0,0,11,0,1
1068,Munir El Haddadi,MAR,"FW,MF",Leganés,es  La Liga,29-191,1995.0,5.7,142,135,4,2,1,0,8,0,1,0,1,0,98,3,4
1069,Amadou Haidara,MLI,MF,RB Leipzig,de  Bundesliga,27-039,1998.0,12.3,788,771,16,9,6,1,11,7,0,0,0,0,637,1,9
1070,Massadio Haïdara,MLI,DF,Brest,fr  Ligue 1,32-099,1992.0,11.7,529,434,95,7,0,1,33,88,0,0,0,0,418,0,8
1071,Antoine Hainaut,FRA,"DF,MF",Parma,it  Serie A,23-021,2002.0,9.1,370,315,54,5,0,2,17,48,1,0,0,0,277,1,5
1072,Mohamed Haj,TUN,MF,Parma,it  Serie A,19-350,2005.0,4.7,141,135,6,3,0,0,7,0,2,0,0,0,108,0,4
1073,Achraf Hakimi,MAR,DF,Paris S-G,fr  Ligue 1,26-127,1998.0,18.3,1711,1554,155,27,2,5,66,125,3,0,0,0,1518,2,26
1074,Lewis Hall,ENG,DF,Newcastle Utd,eng  Premier League,20-184,2004.0,24.3,1592,1300,287,68,4,2,110,164,55,45,2,0,1300,5,27
1075,Sébastien Haller,CIV,FW,Leganés,es  La Liga,30-262,1994.0,4.5,90,85,5,0,2,0,0,0,0,0,0,0,54,0,1
1076,Ali Al Hamadi,IRQ,FW,Ipswich Town,eng  Premier League,23-010,2002.0,1.5,30,30,0,0,0,0,0,0,0,0,0,0,25,0,1
1077,Andreas Hanche-Olsen,NOR,DF,Mainz 05,de  Bundesliga,28-053,1997.0,7.6,316,293,22,4,0,0,1,16,0,0,0,0,256,1,1
1078,Florent Hanin,ALG,DF,Angers,fr  Ligue 1,35-035,1990.0,21.1,1181,955,216,28,1,7,77,188,0,0,0,0,895,10,19
1079,Ridgeciano Haps,SUR,DF,Venezia,it  Serie A,31-272,1993.0,11.3,460,387,68,5,0,2,19,57,0,0,0,0,361,5,12
1080,Amine Harit,MAR,MF,Marseille,fr  Ligue 1,27-266,1997.0,5.2,225,204,17,7,3,1,6,0,5,2,1,0,188,4,6
1081,Marcus Harness,ENG,MF,Ipswich Town,eng  Premier League,29-015,1996.0,0.5,16,16,0,0,0,0,0,0,0,0,0,0,10,0,1
1082,Phil Harres,GER,FW,Holstein Kiel,de  Bundesliga,22-351,2002.0,14.5,222,199,23,0,0,1,2,1,0,0,0,0,126,0,13
1083,Jack Harrison,ENG,FW,Everton,eng  Premier League,28-111,1996.0,15.8,430,389,34,10,3,2,72,5,18,15,0,1,280,7,23
1084,Abdou Harroui,NED,"MF,FW",Hellas Verona,it  Serie A,27-057,1998.0,5.1,202,197,4,1,1,0,9,3,0,0,0,0,160,1,6
1085,Taylor Harwood-Bellis,ENG,DF,Southampton,eng  Premier League,23-040,2002.0,22.6,1622,1566,55,47,3,7,9,6,0,0,0,0,1422,1,8
1086,Hans Hateboer,NED,DF,Rennes,fr  Ligue 1,31-061,1994.0,16.7,1012,928,81,30,0,7,33,51,0,0,0,0,856,3,19
1087,Kjetil Haug,NOR,GK,Toulouse,fr  Ligue 1,26-272,1998.0,4.5,110,67,43,13,0,0,0,0,0,0,0,0,65,0,0
1088,Kai Havertz,GER,"FW,MF",Arsenal,eng  Premier League,25-273,1999.0,20.4,511,503,6,1,1,0,11,5,0,0,0,0,401,2,11
1089,Ayden Heaven,ENG,DF,Manchester Utd,eng  Premier League,18-170,2006.0,0.5,8,8,0,0,0,0,0,0,0,0,0,0,4,0,1
1090,Jan Paul van Hecke,NED,DF,Brighton,eng  Premier League,24-276,2000.0,24.9,1763,1655,107,82,3,15,10,7,0,0,0,0,1564,1,5
1091,Hwang Hee-chan,KOR,"MF,FW",Wolves,eng  Premier League,29-044,1996.0,7.1,191,177,13,2,1,0,8,6,0,0,0,0,155,1,8
1092,Dean Henderson,ENG,GK,Crystal Palace,eng  Premier League,27-364,1997.0,28.0,904,619,284,70,0,0,0,0,0,0,0,0,557,1,0
1093,Liam Henderson,SCO,MF,Empoli,it  Serie A,28-320,1996.0,18.9,712,619,90,38,4,2,64,3,36,18,10,0,520,3,9
1094,Ramon Hendriks,NED,DF,Stuttgart,de  Bundesliga,23-236,2001.0,8.7,467,407,60,11,0,1,7,43,0,0,0,0,393,0,2
1095,Paul Hennrich,GER,MF,Hoffenheim,de  Bundesliga,20-005,2005.0,0.1,3,2,0,0,0,0,0,0,0,0,0,0,2,1,0
1096,Benjamin Henrichs,GER,DF,RB Leipzig,de  Bundesliga,28-016,1997.0,10.4,476,413,62,5,1,3,19,57,0,0,0,0,360,1,13
1097,Luis Henrique,BRA,"DF,FW",Marseille,fr  Ligue 1,23-087,2001.0,21.8,1047,999,46,3,2,2,74,35,8,1,5,0,847,2,24
1098,Rico Henry,ENG,DF,Brentford,eng  Premier League,27-246,1997.0,0.0,5,3,2,0,0,0,0,2,0,0,0,0,2,0,0
1099,Mads Hermansen,DEN,GK,Leicester City,eng  Premier League,24-243,2000.0,20.5,805,621,181,71,0,2,0,0,0,0,0,0,501,3,0
1100,Mario Hermoso,ESP,DF,Roma,it  Serie A,29-266,1995.0,2.8,202,187,15,4,0,2,3,6,0,0,0,0,182,0,4
1101,Mario Hermoso,ESP,DF,Leverkusen,de  Bundesliga,29-266,1995.0,3.3,249,235,13,3,0,3,5,4,0,0,0,0,213,1,0
1102,Javi Hernández,ESP,DF,Leganés,es  La Liga,26-313,1998.0,16.6,618,490,125,18,1,3,31,107,0,0,0,0,460,3,18
1103,Aridane Hernández,ESP,DF,Rayo Vallecano,es  La Liga,35-353,1989.0,3.9,194,182,12,6,0,5,0,0,0,0,0,0,173,0,1
1104,Lucas Hernández,FRA,DF,Paris S-G,fr  Ligue 1,29-025,1996.0,5.1,438,395,43,4,1,3,1,38,0,0,0,0,392,0,7
1105,Theo Hernández,FRA,DF,Milan,it  Serie A,27-156,1997.0,22.5,1246,993,248,62,4,7,87,125,61,40,4,0,1046,5,25
1106,Hernani,BRA,MF,Parma,it  Serie A,30-349,1994.0,11.1,487,448,37,19,2,7,19,5,10,6,1,0,375,2,13
1107,Jorge Herrando,ESP,DF,Osasuna,es  La Liga,24-011,2001.0,8.2,415,396,18,9,0,3,0,5,0,0,0,0,345,1,4
1108,Ander Herrera,ESP,MF,Athletic Club,es  La Liga,35-209,1989.0,3.0,200,194,6,5,0,0,1,1,0,0,0,0,181,0,0
1109,Sergio Herrera,ESP,GK,Osasuna,es  La Liga,31-279,1993.0,26.0,889,625,260,77,0,1,0,0,0,0,0,0,625,4,0
1110,Yangel Herrera,VEN,MF,Girona,es  La Liga,27-056,1998.0,15.8,732,715,13,8,2,9,30,2,0,0,0,0,600,4,14
